protein,DDA_APT_D5_1,DDA_APT_D6_1,DDA_APT_F7_1,DDA_APT_M8_1,DDA_APT_D5_2,DDA_APT_D6_2,DDA_APT_F7_2,DDA_APT_M8_2,DDA_APT_D5_3,DDA_APT_D6_3,DDA_APT_F7_3,DDA_APT_M8_3,DDA_FDU_D5_1,DDA_FDU_D6_1,DDA_FDU_F7_1,DDA_FDU_M8_1,DDA_FDU_D5_2,DDA_FDU_D6_2,DDA_FDU_F7_2,DDA_FDU_M8_2,DDA_FDU_D5_3,DDA_FDU_D6_3,DDA_FDU_F7_3,DDA_FDU_M8_3,DDA_NVG_D5_1,DDA_NVG_D6_1,DDA_NVG_F7_1,DDA_NVG_M8_1,DDA_NVG_D5_2,DDA_NVG_D6_2,DDA_NVG_F7_2,DDA_NVG_M8_2,DDA_NVG_D5_3,DDA_NVG_D6_3,DDA_NVG_F7_3,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D6_1,DIA_APT_F7_1,DIA_APT_M8_1,DIA_APT_D5_2,DIA_APT_D6_2,DIA_APT_F7_2,DIA_APT_M8_2,DIA_APT_D5_3,DIA_APT_D6_3,DIA_APT_F7_3,DIA_APT_M8_3,DIA_BGI_D5_1,DIA_BGI_D6_1,DIA_BGI_F7_1,DIA_BGI_M8_1,DIA_BGI_D5_2,DIA_BGI_D6_2,DIA_BGI_F7_2,DIA_BGI_M8_2,DIA_BGI_D5_3,DIA_BGI_D6_3,DIA_BGI_F7_3,DIA_BGI_M8_3,DIA_FDU_D5_1,DIA_FDU_D6_1,DIA_FDU_F7_1,DIA_FDU_M8_1,DIA_FDU_D5_2,DIA_FDU_D6_2,DIA_FDU_F7_2,DIA_FDU_M8_2,DIA_FDU_D5_3,DIA_FDU_D6_3,DIA_FDU_F7_3,DIA_FDU_M8_3
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,4.08418850080698,4.19762542564228,3.86614435289591,3.60123040268139,3.99695003881135,4.0795687513326,4.33749167205655,3.7320065835288,3.83205677895118,4.10527030848018,4.30851918471475,3.75051312814709,3.71409098648087,4.15408760197332,4.30857868657504,3.89542624604208,3.96871229753793,4.04522756955019,4.19685164077181,3.56776206698695,3.91228455029959,4.16177119578731,4.42436600324326,3.59030647461514,4.26590632305866,4.6877972878658,4.41225984933821,3.60596734532569,3.7107619043551,4.67183368201097,4.7183287794161,3.53173130387834,3.66350871614658,4.4707424041202,4.11121360649884,4.13859529338674,3.94477103645163,4.04404198976556,4.42476277298045,3.5498448119934,3.88632566227475,3.9837540614591,4.62495186523257,3.8046752312539,3.70142827485428,4.06028009476032,4.1560175856854,3.81786100344826,3.79134993375874,4.22492417263768,4.5243904672343,3.91742673329725,3.86353204703102,4.08982615947781,4.3118648925885,3.81169177641605,4.20180010581438,3.96216656143845,4.01193771197323,3.86037791183495,4.00954024311025,3.95412352398261,4.56875982330491,3.47668737154554,4.01258260397211,4.04003651053401,4.44023313158341,3.78965263205345,3.9153033555235,4.14831224546159,4.48319361444779,3.44013248759359
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,3.60467906918917,4.18673068287578,3.96656870387514,3.47336527059875,3.58006108549981,3.83396303866944,3.85684572074876,3.09424862525218,3.63543105751416,3.85735324298505,3.80733620634533,3.13764965209932,3.4891837146278,3.56929138185046,4.50707614156825,3.31527449646832,3.47752684708452,4.30521258464237,4.64214092199207,3.00141336801132,3.99409934899883,4.31888880983449,4.47197475180475,2.99595112300833,3.55151660107931,3.75139618484232,4.78828257572966,3.3039207921047,3.37309270990574,3.77298441087922,4.77717471925492,3.41303482383125,2.62819351055869,4.55734406904458,4.78430472835285,3.288811982776,3.88471721307813,4.03468073827951,3.97165269520934,3.46226761138989,3.84526841926548,4.00901444929448,4.03865968146436,3.07233663334936,3.22105288265011,3.45237681739265,3.14118377522361,4.07234258940101,3.88514054945522,2.45320531353756,4.01058515409007,3.80013563066365,4.0432588101745,4.22135883450128,4.33433198060793,3.36891342759527,3.62278966552213,4.07156335241202,4.16559543952222,2.90879654337904,3.80399565387416,4.22085532140921,4.04566334769207,2.94915080213782,2.87557163952693,4.14990236161983,4.00569313882273,2.88665884354801,4.02535563586844,4.23547598082598,4.07933087740895,3.10797594689702
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,3.1574363762302,3.43897425029767,3.80214433251816,2.55348568046387,2.89481411970764,3.61460045868174,2.91612117886066,1.95266497752017,2.73853796694441,3.12035557195956,3.47344744976257,2.48251293914175,2.23113845775905,3.40027064487223,3.66404576786627,2.01798660916305,2.98776255304817,2.48638762997395,3.57053327905839,3.97925646424216,2.49280687673278,3.42110959373925,3.46596867831153,1.81399910265159,3.39413509385675,3.64822698846008,3.8521392508028,1.7640804251473,2.17559547093357,3.70298376763731,3.90642271192499,1.88450017217568,2.76126563944894,3.14233033243471,3.80563927077899,1.73178310401839,2.70486222847077,3.19435026025097,3.01920897346251,2.72470772553165,2.65335719500399,3.12266423969168,3.0387771411353,2.67824831939963,2.98468767220465,3.29345055219775,2.96682353124934,2.13996900252331,3.12748952373258,3.07591056255003,2.99390541407419,2.31439877108374,3.14324349062271,2.37540276010629,3.21916249272562,2.53553563522958,2.75248135436492,3.13310034663212,3.11391254509802,2.71504318069101,2.72163213109775,2.80647367421057,2.72769861067428,2.54932599848844,3.01446247783264,2.89610867275492,2.71093257606992,3.03600873537961,2.93204359975499,2.77970929130413,2.57123229715143,3.11924317362693
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,1.94645359571869,1.52635260343564,2.167047788421,2.00056841940988,1.95640460736163,2.24840331050692,2.54303437066185,-0.0384485498706249,1.94559459085806,2.10760463769928,2.66598656085647,1.45849584626228,1.2419120030433,2.20870345984339,3.87053649845836,0.951227753789196,0.987827257615631,1.94085327849745,2.23199333401502,1.23293243175945,1.27473211765673,2.27013633934723,2.48586213281027,1.9784188097416,2.27263065028367,1.72678224206208,2.99280046771879,1.44817480456581,0.634605241963687,1.74327135316753,2.09774399234507,1.3917637769551,1.46520612700498,2.29174440038521,3.15583754918643,1.80916844462216,1.35474996104088,2.54562314513983,2.3154910641035,1.94862237018486,1.38499620408606,2.13099924041483,2.23048853399407,1.66742036677614,1.80154509453091,1.97664452432921,2.36878558361013,1.06887409760443,1.91030132874342,1.85701552711937,1.88736070282764,1.96432030469688,1.55195089616415,1.94785297693987,1.94068748564691,1.69784097807258,1.97409163966864,1.90249605914514,1.82283231768331,1.68886995754801,1.82414443498614,2.08579169209496,2.46409903767411,1.54269461601844,1.26697050419937,2.20956937660777,2.63151072083403,0.839955382101923,1.29467738978831,2.408620027016,2.25640401597641,1.621218239041
Double-strand break repair protein MRE11A,2.22349702891845,2.88766466182054,2.20639824663301,2.26128050184279,2.51279325584953,2.69821009529754,1.94770941401555,2.18383989116096,2.64642703152329,2.78183861690359,2.38524205490286,2.11018532134204,2.79277531597653,1.9007842111936,1.91873094455064,2.8171303488256,2.85714466058433,2.2416759466047,1.99756274877715,2.25014572406546,2.39664073380464,2.56543301787286,2.28944936611277,2.94834296716753,1.68703831975302,2.52507112825189,2.81707941481584,3.07456308843751,1.68703831975302,2.73980767604744,2.88722545118067,2.62041109129525,2.49298839362702,2.76423106463367,2.80154067424343,1.72660165785842,2.21008856344644,2.2364902855204,2.33689342733581,2.60372155297846,2.27217974380334,2.00385388611593,2.54064208324108,2.69436138097565,2.59750099622262,2.54355921734388,2.39498897539486,2.4623136584865,2.65001494266858,2.34207055634453,2.36680806892375,2.531738931843,2.79758247587461,2.30677949681959,2.67199252265228,2.34658365662589,2.68583594811743,2.36741573181086,2.24882508816791,1.67552407993701,2.50008886535364,2.23695991767106,2.41601444072025,2.48083336134238,2.52017842669442,2.37078331916581,2.38616969408028,2.70065125226651,2.4736317647198,2.19363951803717,2.00169650214411,2.46671669721113
Double-stranded RNA-specific adenosine deaminase,3.56784765656085,3.43998385148853,3.39090081195081,3.83545675309356,3.50602183087783,3.60223420114667,3.1036732087834,3.5811878130147,3.80754397909383,3.47601033919368,3.66191760076703,3.74436873935591,3.41229093004148,3.18896877922092,3.20909039756666,3.43979403007115,3.56609316687251,3.40456386740896,3.19895599541086,3.51090997128991,3.66947085274562,3.14549061981334,3.27909136167133,6.56838350819187,3.78162145113313,3.25597621946083,3.64524842849327,3.84276313483672,3.64814604824441,3.77027643735471,3.64359748061951,3.72507320932769,2.6279692004302,3.73979455886801,3.58387640822298,3.80816658406264,3.5284702274887,3.56217564429188,3.37162340162244,3.55685259855604,3.60794501473409,3.921795607821,3.0999084348396,3.81362215933788,3.8004351807675,3.54126913241639,3.45321183193865,3.27964096716855,4.09317570349414,3.45794771426196,3.03453571026549,3.97369567024934,3.88124740307414,3.54813239784453,3.86388871516247,3.70529659224753,4.21233061669078,3.12399672145415,3.44441336842802,3.16260036048244,3.27155807815821,3.74350118480615,3.67428377628187,3.78681692189017,4.10287722731565,3.60344852315699,3.44946382556209,3.68187438421784,3.84106597693957,3.6331493283392,3.17383527148377,4.00596397680634
Drebrin,3.80604191532868,3.68750233502815,3.78374104863183,3.42056188205394,3.78647661920806,3.56475566261584,3.8165686985879,3.73839855713281,3.39719139725127,3.71282541234358,3.75150520380948,3.75563475563612,3.88585509547096,3.37037380031854,3.76195168195367,3.87064459437228,3.4999645192795,3.31400901972862,3.49648361344013,3.80854142772161,3.80620498902871,3.4290794778231,3.57649774182379,3.7341944914417,4.19985778305362,3.72684503216204,3.81437750560603,3.85430041718442,3.35441174997675,3.58007491172022,3.93128010510136,3.265736003442,3.95647379001231,3.75304463162221,3.31743042190028,3.90480025759364,3.67232789367716,3.31909538203746,3.57974957985101,3.73205402569255,3.67535167061043,3.35061199912257,3.71226186819416,3.45234043088856,4.22091763023196,3.50973017861819,3.73995797118326,4.12858269705112,4.11255786677635,3.12134373025358,3.40394802258224,4.06990336535579,4.1323167907853,3.08279273944008,3.54509127094742,3.62657422317214,4.09498447065819,3.58984356307597,3.28881713662406,4.1101904118307,3.72033750476287,3.29536975851204,3.70925624627467,3.60627129812393,3.88929709913586,3.32441798344952,3.73156075348337,3.59281838356314,3.83192954963452,3.29785537674616,3.49344353206068,3.8993114765215
Drebrin-like protein,3.89503361876918,3.89657792712688,4.05835486897065,4.14585881570736,4.28260947842071,4.0455559815301,3.8877984341442,4.29731590296812,3.70911473930979,3.92481162791571,3.78724471722015,4.06325058314926,4.16578159699076,4.36282299785877,3.91518218409034,4.1719434800415,3.94296935158782,4.224518102275,3.97379750673802,3.52996921565776,4.17157246690139,4.24011552586117,3.93142260372356,4.27837604170001,3.60149024434044,4.51862247625157,4.01464435661766,4.36133572870593,4.58722037046231,4.84568316987311,3.22641988260752,4.84002814174485,4.56075072795643,2.21498093489776,4.80161764283386,4.25378255604537,3.35678743585223,3.6767768176304,3.96744740126848,4.09758101462448,3.8599732572498,4.26940547812461,4.12540870299272,4.18762519413036,3.77774638762738,4.28013751847622,3.93600481795541,4.40144701979697,4.44397437188061,4.01787698082796,4.26707966111494,4.46236288854646,4.11394748409272,3.46559742102405,4.38457281409153,4.05946728289409,3.52212033758256,3.31915390021864,4.1687590761979,4.15056240064295,3.77186669358715,3.82113837271555,3.96754581514602,4.18824547618877,4.1175423685517,3.96608340822737,3.83457755529426,4.24486088957652,3.77029195806313,3.83832933743359,3.89835531386832,4.43947062616426
"Dual 3,5-cyclic-AMP and -GMP phosphodiesterase 11A",,,,,,,,,,,,,,,4.45124339734531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual specificity mitogen-activated protein kinase kinase 1,3.73216285519843,3.63266104760285,3.89178589897089,3.93219797277028,3.51797201565297,3.26596423141748,3.76344085935656,3.57426266641052,3.4631784229996,3.74209539518176,3.87178224901605,3.99605434384237,4.24630809860481,4.62759902515591,2.85720883711459,4.61879600059157,2.83659218659578,4.04614247205733,2.87008264454327,4.6480392168607,3.80091605617647,4.06665186531187,3.12280494213179,4.11624717042036,4.00621415143699,4.00316191360815,3.46192809812161,3.9708812509207,4.00907522290499,3.9787556520799,3.86648528624712,3.9519785666624,3.87216072179365,4.00903887565269,3.95022345048306,2.87493168186027,3.91225172915441,3.8264200190099,3.64465318805818,3.71318923942984,3.78608618324115,3.79631139482933,4.05928112531874,3.87775181827672,3.91198275950075,3.86838758851119,3.96539541509426,3.27638767327247,3.39967546166452,3.60357638591591,3.99805941440288,3.35036839839739,3.64189534367684,3.66880795959062,4.33385174256765,4.10985010457112,3.63157306304693,3.68220887354885,4.17795477528838,3.60292954603454,3.74661934647665,3.65345795139899,4.17074818594377,3.45890407232734,3.87631798990339,3.6098773305814,3.98262219548453,3.52427488743296,3.76447671023086,3.53516800564146,4.07205911973619,3.67278147044291
Dual specificity mitogen-activated protein kinase kinase 2,2.71145709342518,2.36900389845248,2.48348053952815,2.84730117545429,1.73263435640005,0.628120807466944,2.91293958756527,2.75594162003439,2.26109274253072,1.63326704514971,2.82442878717205,2.72756130147663,2.35104595081249,2.38975459437163,2.28021623092065,2.5817164681995,2.25819210153328,2.34848091681361,1.62801480105444,2.59726962981483,2.23882460294208,2.36034304726517,1.69384632087385,1.60371573853309,0.807348373916535,2.56296959455856,2.86182387453795,3.10314225836796,2.50731881404851,0.760015847420481,2.12028934820174,2.78368543909267,2.63679735088296,2.26883937688012,2.35486327420427,2.51176687028191,2.19518578761139,1.68198797293164,1.84330562259506,2.87791013789397,1.49229903786227,3.27558802782989,1.93706746140915,2.25325687901693,1.51963616179947,1.836576866787,2.33619126009979,2.26390134744309,3.31219094593951,1.28798893687227,2.10309424095447,2.31045985707273,2.9013961778595,3.34018705087303,1.41456181023918,2.07190571047547,3.13844596806919,1.24434174286999,2.66532189916261,3.21257071799846,0.86289405132571,2.18187730199134,2.45094299854927,1.39591914045038,2.16158041104904,3.36183194272554,1.77545796178682,2.19203237610378,3.45177463239578,3.83006283839705,2.26694391071672,1.44711141675665
Dual specificity protein kinase CLK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09447713723199,,-0.329518552628041,,,3.83788761702604,1.2867596549322,-0.352524537077507,3.9881764016104,-0.11102446852737,-0.353889699064331,,,-1.7560556494016,1.27954297923036,,1.49762114414318,,,,-0.19688517692449,,,
Dual specificity protein phosphatase 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0515811254850989,,0.26513369246887,0.459233241833219,0.102936695902431,-0.100677871392132,0.290082724005902,,0.443093661833318,-0.442743485122269,,0.391330595311394,-0.537781716991642,,,-1.17120976467936,-0.326369439555823,,-1.91407081489631,-1.5991810548517,,,,
Dual specificity protein phosphatase 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.99952915538801,,,,-2.21998746117916,-0.106283199808751
Dymeclin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.382828781105102,-1.05715753935157,,-1.00759526085918,,,,-0.267324091671155,-2.37531734313838,,,,,-0.355198458050401,-0.0923404547685387,0.999787999394336,2.59524955532678,-0.336522816821979,-0.29427332005671,0.382197916565999,-1.68665623576089,-1.24865096787928,,
Dynactin subunit 1,2.30553225341875,2.40486150458399,2.36351670987786,2.32006825989168,2.96728828319038,2.99178844266294,2.54930304433017,2.84784215363416,2.92847486507594,2.93001012953422,2.47201820847676,2.39281196173287,2.39735977344913,2.32194854885149,1.76084094686178,2.22242478977292,2.22782898359083,1.43413234022829,2.25715927871076,3.08447390138558,3.55744279341831,3.72586526593206,3.78659515808164,3.04915583831759,1.84980596940621,3.7432715158337,3.43774988623736,3.81744320559793,2.29384473544535,1.74042637289072,2.05796352302805,3.82039393975092,2.43899309194353,1.95839937062066,2.50898739849777,2.46365967240166,3.05719056791745,2.48791164458467,2.48652869292481,3.19899469115056,2.69425333904285,3.43534312563427,1.7202231243966,3.48906254803418,4.1152662302241,2.53267713455723,1.56646227555989,3.42510877837898,5.79832079310979,1.94295105924451,1.76715560500184,2.9469040689891,1.68571026086461,3.0583789588876,3.10852041089918,3.04754400990897,1.54132141115402,2.42617308612223,3.38996963276544,3.04512872897235,2.657165927857,2.92671625990941,2.52043097593075,2.37046034437962,2.90770588708883,2.98985792352498,2.10231912049437,1.52466257449069,2.74790542922185,2.65204831872541,3.80958706702556,2.97761280211779
Dynactin subunit 2,3.49772291542862,3.69584891089424,3.51527215585271,3.26882299731396,2.09352215672907,2.19247541727383,3.51826023861295,3.1924478872406,2.00414982776539,2.89843068544026,3.1150337042783,3.09781957773333,2.80997592825557,2.39594901680375,2.42164566307728,3.00937938750472,2.79490775519859,2.98451516978366,3.11406590120477,3.6064637444737,2.48494722827804,3.42091357759045,3.73703752437769,3.68901935636742,2.71215715473931,2.83785963495281,2.74524962876325,4.09615676917045,2.67591859705127,3.65906126698707,2.72878985843942,2.91704620183705,3.69779740018105,2.79780274284384,2.40529051845371,2.9620549047964,2.67185067159267,2.94210666346307,2.86564468857301,2.8618926426688,2.72255741636735,3.06077312603901,3.0071394570955,3.14153223793392,3.0444940290617,3.09921675396041,2.43541387833027,3.03821067792733,3.18588031886015,2.98909893009279,2.65758193188691,2.75008375366493,3.08148727451195,3.06101062085729,2.66133656054317,2.84553924704567,2.83604838579928,2.80371350520063,3.07804939958364,2.66710734196308,2.67455872819971,3.48355801719866,2.30465405796218,3.71584268404648,2.58030791058513,3.61375098724457,3.36613758990988,3.38964490157061,2.65193669921366,3.09808675601842,2.64663534867125,3.28499319689901
Dynamin-1-like protein,3.05743630523422,2.90503758467135,2.62248800881291,2.74402346010513,2.77908399240231,2.43317442222599,2.42302883103846,2.85213534240599,3.32944978768836,3.19996306616718,2.8924525935666,3.33576480361199,2.82719666975664,2.72820550238186,2.68179976845477,2.7877688308446,3.10459600406997,2.8719512760488,2.2863785877563,3.01540068006722,3.07837326779316,2.94929673797085,3.02630436435299,2.91141925952429,3.1940080097852,3.0532265076064,3.01741592881559,3.7501408094024,3.12214822669255,3.16520577981199,2.9019128647835,3.78244856143927,2.30695561018215,2.32635774532737,2.21246395790046,3.50081113307,2.84498086615921,2.95224982278531,2.36945902192977,2.99911176692754,3.09867462265442,2.76920485534128,2.81312639414482,3.17224884425635,3.01771219546314,2.65735805616838,2.78141433663832,3.30256792517873,3.20264369100633,2.89269026306499,3.08729161197299,2.84484618044926,2.72121010174295,2.69855752259967,2.71004359781777,3.15432510699504,2.80327589839285,2.80074038567911,2.42488448030911,2.97606364024113,2.8219163669763,2.64689180513433,2.93977069782374,2.88780287655363,2.9605366644768,2.83245764288293,2.8993657461006,2.8539955528877,2.80399971791075,2.70522322464093,2.62396137660963,2.95108678926276
Dynamin-2,2.99716197025025,3.40808373283599,3.19548742642582,3.33929403099385,3.18882175583733,3.27881832016904,3.10853698060899,2.89640743179185,3.07967545895629,2.89845934531138,3.41608263941431,3.00795968729299,3.14119439395027,3.36200182835276,3.04617369289816,3.07203128432471,3.45749488152195,3.55053964190689,3.19757202193541,3.2960044315105,3.37111510493108,3.24772415923802,2.52207807828592,2.99319188691361,3.2795078090408,3.13574995100293,3.32209566223262,3.32150629123914,3.17170840404516,2.75436238217491,3.16445670173233,3.40371452071796,3.05246652675223,3.23545398545698,3.20879836295041,3.33805949736262,2.8929478368032,3.04915633049707,3.05976340758579,3.09872686841962,2.94359592810678,3.62392513263453,2.94913218225193,3.31621451185963,3.41055525226102,3.51817475723798,3.1737985793204,3.32489185462852,2.96953094214612,3.01334356048887,3.52708878741659,2.58071669363948,2.89837414648785,2.76092786992944,3.52383899717852,2.86533252018802,3.54676675328533,3.52250564223572,3.61541281022491,3.03617935001401,3.19059619667411,3.10643802687973,2.91705956900181,3.00869751582625,2.97830105281485,3.51478017842867,2.7526560064243,3.38174947172347,2.99309221776219,3.60144577890379,3.22969416807201,3.16488370883804
"Dynein heavy chain 5, axonemal",,3.06425379297835,,,2.78370193797878,2.57515656625381,2.44719605386615,3.07843328489658,2.37916425528968,,,2.98913066827861,,,,,,,,,,,,,,3.29302384742789,,,,,,,3.2481067434479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dynein heavy chain 9, axonemal",,,,,,,,,,,,,,,,,,,,3.03729035534873,,,,,5.41317755779795,,2.56508843929274,,,5.20859888149527,,,,,,,4.8261484545797,5.12875732836961,,5.77502357165976,4.38759477747929,4.17384561778023,3.88947919494386,5.62245997338349,,5.26872601164188,3.63297529177432,5.81376328300524,,,,,,,,,,,,,,,,,,,,,,,,
"Dynein light chain 2, cytoplasmic",3.22980191000869,2.64851282073205,2.48873454648646,2.01495559235712,2.78576867714288,,2.39161712718935,2.72868065911448,2.71606588379128,,2.32163994562098,2.14728430895261,,,,2.41932742368249,2.4388214944534,,,,,,,2.20085687407324,2.83560500818885,,2.60190908729214,2.30805643988952,,,2.30035695910858,2.77753572293989,,2.40366001268018,2.71923364371947,2.43682340209447,,0.141710546618911,,0.267779401633457,1.12718247525979,0.451260071760426,0.646517247786355,1.22538789426099,1.11074270323009,0.691849948601682,0.953111346457517,0.565720557877041,,,,,,,,,,,,,,,,,,,,,,,,
Dynein light chain roadblock-type 1,,,,,,,2.60748105617035,,,,,2.75506273274831,,2.50190641919073,2.44650362962561,2.39029672848289,2.3867603794739,,2.1379744459952,,,,,,,,,2.99469564638142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24485253339786,2.2989894083263,2.34126178572326,2.24113621204814,2.11337078419588,2.30322565468582,2.23095681515269,1.5436298989996,2.12197455106821,2.18859255367152,2.36528229321904,2.32720315545795
Dyslexia-associated protein KIAA0319-like protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4551762601099,-0.71645622153737,-1.06555851158073,-2.01866492912678,-2.27772025904247,,-0.692143177277499,-1.81525303851626,,-1.82125669309907,-0.359677459499432,-2.11469216064311,,,,,,,,,,,,
E3 SUMO-protein ligase PIAS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.603964894678947,0.252028691257399,0.181820760320861,0.121663166861236,-0.695796328164848,0.274169891643723,-0.485662164383409,0.408959186733998,0.143623922668012,0.28629324733027,-0.478775536217856,-0.749488474062151
E3 SUMO-protein ligase RanBP2,2.37915877683454,1.45396832679442,2.86726651714757,2.16661759945196,3.43555172755395,2.66051729157639,3.29760214314188,2.93553759551496,2.89062701602243,2.1435256303657,3.26386523245954,1.53153189386319,2.77871336599842,2.65323159734727,2.61890912175271,2.78034476857721,2.93500573310969,2.75436752192868,2.55232154948624,2.76886205453598,2.66330142453123,2.27676027756924,2.67221386132197,2.94775645015769,2.94067279199229,2.74532466468198,2.67384087074389,2.93446631375578,2.7878254811499,2.27904869466015,2.75251195592853,2.60534623535917,3.08014755662549,2.74357198144595,2.38834445655102,2.86304338600924,3.11979501786912,2.52697555975462,2.15065620034633,2.63158051918161,2.56801301113869,2.73980699775557,2.41090326273122,2.91287057460227,2.83325956742053,2.69797122152645,2.38537651036344,2.73760683149515,2.78935740921906,2.60959212389436,2.31551906833698,2.81008751037019,2.83443692622024,2.90374842846522,2.87108071689819,2.82872619814348,2.30421239758876,2.89210987073526,2.43708732048949,2.50542508808452,2.31214282978329,2.70391040836993,2.39518147407025,2.7175655778452,2.73894636276235,2.76883116038918,2.56527578932495,2.86636311921543,2.76948097957576,2.80776419060039,2.30685648077965,3.06567143586975
E3 ubiquitin-protein ligase CHFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35103212406226,1.85964143000762,,1.88781239535693,,-2.1081573257368,,2.78987275835164,,2.50206444639235
E3 ubiquitin-protein ligase HUWE1,3.19340752907775,3.13452178452747,2.86416724549285,3.37642898721883,3.73034070183138,3.89896177386829,3.84433641744044,3.72837002886164,3.78709894119267,3.12849034602311,4.08112633138496,3.58159222525694,3.44821684008261,3.23546892894403,3.98963096605166,3.70352392522004,4.02744267733498,2.90442136338641,3.62983876666438,3.33009197291037,3.7670076103322,3.75230823449889,3.75825661840687,3.79038283070548,3.82131952106038,3.78252602951187,3.38770752419416,3.80819457894038,3.81796925036613,3.79411490704166,3.79839493119401,3.959628215526,2.92294643169037,3.46164383758242,3.72013010382151,3.33733774102721,3.82464460197217,3.76778701958809,3.68312556064542,3.48757651659963,3.64059233668147,3.66998249042454,3.59610905981928,3.50395672230441,3.33165730483048,3.30429474873272,3.60155725842753,2.97658873368851,3.69300687247298,3.7169765620759,3.4427041772451,3.90505430500024,3.24119111337231,3.23669084741771,3.79869376500759,3.69938999124617,3.45272593167951,3.07698725487661,3.49413719728609,3.90442397703426,3.62068638885075,3.21022114454649,3.68059212197252,3.93717389467284,3.09499474423993,3.80472267507859,3.16457555564467,3.90541155039354,3.66991869501863,3.75798601625821,3.59962365311131,3.9392750137929
E3 ubiquitin-protein ligase MARCH5,,,,,2.63686251145728,,2.41366903033865,,,2.32578488744299,2.72595640452778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2673710350017,,2.99114388300812,2.70443360846602,,2.80339894687102,1.89626166812423,,,,2.33433529614085,0.830712032989497,,,,,,,,,,,,
E3 ubiquitin-protein ligase NEDD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88979821229953,,-0.897906938094979,,,,,,,3.46198585986417,,,,,,,,,,,,,
E3 ubiquitin-protein ligase NEDD4-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7316751768483,1.0401903334029,0.946012314458863,3.97431348873294,0.739425432089678,0.439847930294921,0.435526585005288,0.375227088245697,0.76303761135891,,0.436985576927342,0.719907395107249
E3 ubiquitin-protein ligase NRDP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444920780401759,1.3577419444783,,,,,1.53679954593929,,,,,0.413357176134649
E3 ubiquitin-protein ligase RFWD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.653325407829169,3.48580091908997,,,,,,,,,-0.844284817313106,,,,,,,,,,,,
E3 ubiquitin-protein ligase RNF115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448274237602156,,,,-0.834794984081022,,,,,,-0.676434518229456,
E3 ubiquitin-protein ligase RNF123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56657841539533,,,,-1.54760605840593,,,,,,,,,,,,,,,,,,
E3 ubiquitin-protein ligase RNF13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483650068404001,,,,,-0.173056980302331,,,,,,,,,,,,,,,,,,
E3 ubiquitin-protein ligase RNF170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0938601145927,,-0.0950944380153289,,,0.00818875046036929,,,,,,,,-1.6941769956741,-0.0535584467920383,,,-0.188580875565578,-1.18812879783861,,,-0.804249895716985,-0.493720459915856,
