protein,DDA_APT_D5_1,DDA_APT_D5_2,DDA_APT_D5_3,DDA_APT_D6_1,DDA_APT_D6_2,DDA_APT_D6_3,DDA_FDU_D6_1,DDA_FDU_D6_2,DDA_FDU_D6_3,DDA_FDU_F7_1,DDA_FDU_F7_2,DDA_FDU_F7_3,DDA_NVG_D6_1,DDA_NVG_D6_2,DDA_NVG_D6_3,DDA_NVG_M8_1,DDA_NVG_M8_2,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D5_2,DIA_APT_D5_3,DIA_APT_D6_1,DIA_APT_D6_2,DIA_APT_D6_3,DIA_BGI_D6_1,DIA_BGI_D6_2,DIA_BGI_D6_3,DIA_BGI_M8_1,DIA_BGI_M8_2,DIA_BGI_M8_3,DIA_FDU_D6_1,DIA_FDU_D6_2,DIA_FDU_D6_3,DIA_FDU_F7_1,DIA_FDU_F7_2,DIA_FDU_F7_3
Importin-13,5.59836323349321,5.05778729474795,9.66415503367011,3.29712027918661,5.89760953925534,17.7946418670382,25.5413312870186,35.7119122129623,30.7978599701383,31.1008201627014,32.8114569017842,23.814695934196,9.50301067076366,1.74822281831735,-2.89155458101017,2.82685162307997,-1.01917471513379,1.56852838257607,5.64636292137652,25.2465481587238,29.2427531018881,13.9544311484692,29.1501407872492,35.434908865602,49.6904044152798,32.2525349572823,-4.1143104320442,43.6220923578937,15.1639006216427,-2.30075029975663,4.06953016328672,15.9355964451831,8.53215561674207,23.0306311822698,2.9572325812941,30.1641003781485
Importin-4,39.1097644016918,39.1383707367488,38.7863759360006,39.0917724506882,39.3529603261217,39.4899833915281,41.662256676458,40.2136396783848,39.2569638449033,41.3470994869343,39.3081434057413,39.8301788792202,38.0453115637395,39.0224897135408,40.8913013656379,38.2899489937532,39.7454280782304,42.0403456452987,43.233468915775,41.436432194022,40.2625164989831,42.3971147111968,40.8262248172675,40.8381231895798,42.32985496112,42.3428545834141,38.3310642239411,43.0836108163648,40.9919622238576,38.7803607958201,41.5271329544733,43.5488711512855,42.2291052482301,42.6078578671137,43.2576182192808,41.9925658079215
Importin-5,,35.0823463177805,34.6518783329181,,,34.5085738594451,35.5534986494216,31.1269044036037,31.8012928925009,34.0226530739464,,33.0324249088696,31.9005047043781,,34.8049915930803,,,,34.821380529879,30.6004689472563,31.1479139436597,32.7420354642891,30.9839093328138,32.6209621625447,33.9151959135643,36.1209196439933,35.308929365845,35.636907144861,36.5191257858328,34.0137228890316,35.6083266720908,35.291079140147,35.8591194058231,35.1668508001622,35.7671901919724,36.2177417083399
60S ribosomal protein L24,,,,,,,43.8551975731008,42.0152263820211,42.0015168564249,43.6212331673673,41.6296190223113,,,,,,,,46.6149412316229,44.63091949591,43.2545630651382,45.6155341112039,43.7935470589221,43.0949124699609,43.6057284170439,44.7405296226737,41.6176332903752,44.3432169225584,44.0382878641734,41.861049741662,45.165893602017,48.6245616535556,46.6809889538672,46.802012650408,47.7261651411011,45.7671617414038
Importin-7,37.6002055988574,38.2557282370442,37.0951435632154,37.4159111334613,37.7151251267462,37.9202435267593,39.1872101666658,,35.6702599448591,,35.4352517423054,36.1651050446506,34.8525464993424,36.677151278212,38.9794349324293,35.3211678742644,37.4270629773705,38.9285220989875,39.8067154027534,36.3065686227476,35.6057892507493,38.2825517352265,35.7029242976335,36.5790405211705,37.8709985355196,39.6187718824358,36.8022571343503,39.2553731225883,38.6047600835139,36.1403529031415,38.7211082126943,39.8270093182837,39.6946334229143,39.2252882005228,39.788300290606,39.7820127246711
Importin-8,,-4.23980178786432,,-1.42309929297602,-5.1597201665487,-10.4983888923333,,-20.3454391314708,,-18.987596297675,,-17.8367684742015,-6.0415964923093,2.23380220784535,-1.59966157334933,1.39766054227658,-0.267339843828294,-6.13233480576182,-9.34253684026088,-8.52118366023314,-7.64181610841228,0.670421242125206,-9.58852242902996,-11.15763544996,-13.0398090146844,-2.56835855304548,15.6788401751989,-7.75735900509759,5.8039456088846,11.8645485050305,11.3373913823589,20.8702777756459,14.7194541085099,14.3629488581858,18.7566854017787,13.7755978184821
Importin-9,,,,,,,,,,,,,,,,,,,,,,,,,44.7955797892612,,36.551082976313,43.2311238770087,,35.8944307454417,,,,,,
Inactive phospholipase C-like protein 2,,,,,,,,,,,,,,,,,,9.79964964450669,,,,,,,,12.1582870153995,1.84223821416635,18.2690809595929,,17.1593701876479,0.722490715048093,-2.55877171405621,0.884831541704948,-0.925496240990727,-0.633706846030567,1.70971243081183
Inactive serine/threonine-protein kinase VRK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.4513789210528,-3.96785588943532,,-10.2169186785205,0.193569888415755
Induced myeloid leukemia cell differentiation protein Mcl-1,1.42272218473924,3.33647470828844,5.67591461974035,1.85943946240661,4.06554118373417,7.05358444247973,8.36193810598463,8.80814035537912,10.3065118882215,8.38185536127462,9.54236849851734,9.01989971529591,5.36486836726052,0.507435959838617,-2.67740604575608,2.37058208789415,-1.46507406105264,-1.56242171007319,-0.272083446594789,5.56316674372523,8.84785504166181,2.1100362477229,8.10244419280086,10.8006040828735,30.4446580325287,27.6597903589379,21.791242501943,28.9965170993388,22.5241159087772,16.9064810531637,-1.05045350841264,-6.08151070657252,1.07227322260424,-2.73535744033758,-2.36203704033538,2.20086216010474
Influenza virus NS1A-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0595314728916401,,9.39150885626721,0.77127217914922,
Inhibin beta E chain,,,0.822384448609094,,,,,,,,,,,,,,,,24.6765375474462,23.4878879956292,34.2113629794997,25.0699991452877,27.3013040230978,38.8437552513624,,,-4.67148546629088,,3.89082180710039,-8.00421858692931,-10.8677815584706,-13.993256644127,-5.72482991527541,-12.5108351800666,-10.1180919632726,-2.59882305140054
Inhibitor of Bruton tyrosine kinase,1.37310584699891,,5.95641856932798,,1.45767179628369,4.19801835180066,,,,,-3.92264600365478,,,,,,,,27.4403386757729,22.7196266002378,16.2110975745147,28.0401728778792,0.470646367658343,9.51114767723128,-22.1445950784936,-8.73759504379185,9.69010050422463,-18.7594666070102,1.18291549621043,,12.041729711439,22.7049159842337,8.44441188791233,15.5125849113023,16.5102055672513,4.28593953161914
Inhibitor of growth protein 5,,,,,,,,,,-0.911868937846628,-2.92217915958172,-2.57900913029967,,,,,,,-1.47254865718088,-4.17792143942362,-5.18017345673234,-2.38483895815079,-5.26916140300441,-4.60564286560567,-3.33224070084345,-0.371141092877697,-3.63728547265611,15.5312067986895,-1.32878808261847,-3.90580931648837,-2.75473197007395,4.48240808711655,3.16986994315174,0.391665025781097,3.93177099604295,2.79905315791639
60S ribosomal protein L26,44.4571656089475,,24.5756096763286,,45.1412962836537,,,,,,,7.72229035409351,,,,36.3579041272832,,47.6198968829303,27.8658073303835,12.6491137385463,7.42381544268137,20.5512695494514,11.0959197767268,6.34599791413441,,,51.0708471968034,34.9989080453358,47.1673569506846,47.3985986983869,,,,,,
Inhibitor of nuclear factor kappa-B kinase subunit alpha,,,,,,,,,,,,,,,,,,,,,,,,,27.8869557194236,28.7271476741067,21.3611491143522,28.0837425927718,,21.5348635916688,,,,,,
Inhibitor of nuclear factor kappa-B kinase subunit beta,18.2330198326887,3.87956123114894,18.344039846219,,20.207568084215,11.134358279252,,,,,,,,,,,,,28.384108604343,0.278553252034257,-11.37380606079,14.0864396144632,-6.23564461388552,-20.0644150153055,-34.5467489284057,-7.77456589274922,31.3961390764312,-22.8576343823799,12.3442540952737,31.7897860850046,33.2297625694821,40.6550982717964,22.1862886228673,34.0048623580624,32.0325741686601,17.8112176195947
Inhibitor of nuclear factor kappa-B kinase-interacting protein,15.8054539239523,15.3449064816145,6.45584620617331,15.0623601760887,11.8860853942253,12.1163378237017,22.5928767030989,38.5132270233721,34.4493136655164,31.1531683640081,35.9612584213167,48.990818598116,21.0326278106683,9.2084205485828,0.688509027263081,14.8121820368281,3.67892504231879,5.07331826819715,8.33156098650767,27.3344257889548,33.7227448349874,17.6428921778897,29.7167481647163,38.7914111584294,65.2397375306865,24.2075413311099,8.00146358983497,56.7455801440406,26.6475866583423,11.3659936238357,-1.96791049382559,-0.415162127565667,13.6200094957883,-0.0519972765242276,6.3833386489131,16.0455805485869
Inner nuclear membrane protein Man1,,,,,,,,,,,14.9782487451344,,,,,,,,,,,,,,,,,,,,,9.62392589591935,,,13.442112226653,22.3007243652929
Inorganic pyrophosphatase,44.6123306345296,43.7805870265804,42.0838678873927,43.6755308148232,43.2011149009581,43.2052717506821,45.9122367556991,46.1714315253357,44.7105091316817,46.5300726719159,45.2505993848462,45.070544004062,43.3855266278431,44.5709275978857,46.2113825083931,43.3796625602442,,,49.2991332625086,48.2480111792455,46.256768620954,48.6699672898466,46.9974811148754,45.9672290869194,46.6306594670293,46.8193831338902,42.4747339862893,47.1106858797014,45.3891205308344,43.8156255564878,47.4427765876806,52.130400215774,49.389303393213,49.8213456704147,51.1416537605993,48.1701342057661
"Inorganic pyrophosphatase 2, mitochondrial",,,,,,,,,,,,,,,,,,,47.0490605487175,,,47.4378782320813,46.4465830403702,45.843756417582,45.8841336459003,44.8556505304381,38.6017714052311,45.94438160975,42.6720622234325,40.2040519121473,44.5407034141133,50.1864296804152,47.3613437498432,47.4017922653937,48.9494366068795,45.7411717862436
Inosine triphosphate pyrophosphatase,39.2383009974572,39.5838196121939,38.4466138765116,38.9364982866701,39.6508260787707,38.4414168925102,,,38.5504377701084,,,,37.2802419930237,37.3574763542028,39.5750018986657,36.9863455846907,38.3809919131103,39.917029223879,41.2897089292868,37.813412514261,38.8644643202337,39.4222439706645,38.5048734656003,40.496712642108,,,,,,,39.2793686077493,39.7237738824732,40.3210303526373,39.7255584097404,40.3032123007568,41.1533979725325
Inosine-5-monophosphate dehydrogenase 2,42.3801538443973,42.3044371548309,40.8855631805556,41.9953367936496,42.0747966331092,41.8602907893752,43.9084996676575,42.8836856679374,,,42.0123508603122,,40.8732649415931,41.9801910177527,,41.022954711925,,44.4276452862827,46.0234904287795,44.3172129520799,42.963547209644,45.3280647219445,43.7000628268359,43.1779171298356,43.8467234820202,44.3077949869508,41.0656540340032,44.343283033914,43.3796233871656,41.7443079926731,45.1180501822511,48.0838331180838,46.1547862923212,46.3943166880698,47.1499081666967,45.1575156363947
"Inositol 1,4,5-trisphosphate receptor type 1",,,,,,,,,,,,,,,,,,,,,,,,,,,38.2489346419012,16.745353344836,,,,,,,,
"Inositol 1,4,5-trisphosphate receptor type 2",55.4491841218144,,,58.0073690746241,33.4887979121046,41.5321585254311,,48.990061346976,,,,,,,,,,,,,42.7247579660383,,50.5947086539095,,,39.4584967460832,51.0140427851962,30.4817902045365,44.5657984219158,57.4960300367531,65.233698084391,87.6150358072254,70.4972869823718,74.0689919400259,79.9453356803497,60.8345888975638
60S ribosomal protein L26-like 1,,,,,36.1634680072069,,,,,,,,,,,,,,41.4236298468034,46.9466005525482,51.6386232091139,44.2430745084363,,,41.7840547784788,,32.5121214582661,35.9103393084062,34.3513785286327,33.9464740858335,39.2507516789942,34.1630717693207,32.6861810165767,36.6225668627806,33.3854049987299,
"Inositol 1,4,5-trisphosphate receptor type 3",,,,,,,,,,,,,,,,,,,,,,,,,84.5679227074241,57.6752974206132,13.6027428063424,71.9733458800925,37.0515534072602,-3.75836457290872,,-5.28116571745948,,,1.02864883789996,14.7634508390081
"Inositol 1,4,5-trisphosphate receptor-interacting protein",,,,,,,,,,,,,,,,,,,,,,,,,,18.4153562760845,,18.7315013598909,,20.4290927194521,,,,,,
Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1,6.69116740953209,5.86274788471416,6.69704666372312,6.67200989362423,5.87168013216479,6.61453300164915,5.89395176133139,5.53885942524706,3.07003133385939,5.75922754662372,4.65055669609306,3.55365090260403,6.13689166736995,5.69311271002558,5.73502862954617,6.86212339306298,5.61141585318608,6.75416967362411,8.12240048296076,8.82019458898127,7.67532531344735,8.55745925308756,7.46469980688227,6.12632606595824,1.02750889113179,1.86705810694668,7.7300457957124,-0.0117199268839312,4.39698897273378,9.92762954276787,26.5374379340933,27.5741137496319,23.5175212974777,26.0335775637645,24.4867949120756,22.9092964570307
Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,18.9621396759281,20.7196671642795,11.0172268151201,21.046115825097,17.0415005438014,26.5931259708356,12.0992723608252,24.8186642769643,19.1115858015073,34.7289552511032,23.0576754046229,33.2753054306155,,11.7219314804743,6.38098505417237,16.6485982167727,8.19670489674528,7.14400651722025,28.0158492039865,35.0737285609068,34.8707331220778,30.0067366664599,33.4700768922142,36.2726895779757,24.8002189228677,20.6689541617713,23.6964207322821,24.2330311814947,20.489373104552,22.5034045759656,24.7528628534367,31.4495419584414,32.2494354133325,25.6225213520651,30.997425391649,33.8860006618001
Inositol hexakisphosphate kinase 1,3.71793564394576,3.79315912548597,5.20344003255046,2.96655115684338,4.39622141500048,8.00103221940669,12.017704234852,14.6095312644091,15.1728931127819,13.7078932685676,14.5970632488065,14.0857533713923,10.0070131036294,3.81022968961201,0.518334830506937,6.2364811505731,1.59001462993842,1.90965351624514,3.03661615757085,9.80223474109771,15.2319869964039,6.12704946721814,12.5918232283209,18.4834951352773,39.4528841665147,30.2552050017923,14.9212918095582,35.4397308694438,22.7124414989481,13.7737610587067,-1.6994152506083,-5.05742733983211,3.16224462252617,-2.74996169817156,-0.845319212665389,4.59617082100347
Inositol monophosphatase 1,36.8546001779778,36.8121786544845,35.918549188323,36.359609195168,36.9976336773338,36.9951222755694,,,,,,,,,37.8536289171249,,36.8460842426512,38.1422569333823,,,,,,,39.2089281164701,39.2689860323839,35.6248587981907,39.5576691627569,38.4372682146448,35.3318197166358,37.985228413085,39.5867340393112,39.4939084105744,38.754903594315,39.7700497149331,39.3332725954955
Inositol monophosphatase 3,,,,,,,,,,,,,,,,,,,-0.0236030877488387,17.993146654769,36.1005386880115,8.97638326101789,24.472021823716,43.3900745476503,62.517871127068,,-6.7661975359045,,25.1052951178323,,-10.251400576425,-18.4460348438427,-3.90584886979219,-13.4978303102582,-11.359375345184,0.281846801220055
Inositol polyphosphate 1-phosphatase,25.3038180993332,25.58218464478,20.5821572287219,26.3450469352191,23.8842135308643,17.9847899194663,37.602703126259,68.3883352626654,58.0482641650601,49.6304213498986,61.4862257941621,50.0729249032136,21.754167860131,7.15832273813274,-0.164980360548322,14.2327260159099,2.78874792297442,5.26163096949916,29.7219354044379,32.7950130759231,56.815504629012,39.3927729651141,53.2991908064612,60.111581039713,60.5814917641269,41.3329683197462,31.7858285913995,50.3392127232706,36.5388262309109,36.3739205036909,40.2793969749017,30.8256045733657,37.8762725652385,37.7513020399855,32.2600373775552,42.3834576748401
Inositol polyphosphate 5-phosphatase K,6.79236914861857,2.83882747473034,9.56550234751865,4.37804633954581,6.63158177451238,7.0824270404734,-14.2622186274453,-32.0060512740635,-23.7062862467187,-6.17494877611613,-11.8280672878254,-19.1303706844018,-16.1420754251785,-4.98669779598067,-0.00917001288624508,-11.8187709308093,-2.00056248216991,-5.56969083376025,4.75241207281329,-13.4895077434373,-11.3629547654487,-2.97384656823445,-10.8470592208991,-9.95960235960712,-21.1145610979937,-8.77340628620856,-5.92929448361335,-12.7707851934094,-4.87006758914855,-14.4240080663658,-17.3324087939924,-18.9626955003312,-15.1348050305448,-18.3006339361154,-17.1532733000047,-13.1042193360109
Inositol-3-phosphate synthase 1,6.34890862164326,8.28898642287707,9.42474085347177,7.82084277672343,8.39773044248587,8.30507666734625,7.42912476154975,9.7395853860832,8.26949775661061,8.29068828881894,9.70357298384587,7.98326541428508,,,-2.88096545908227,,,,0.109750210274802,8.40251100832534,13.2678093420823,4.29035121775348,9.75195784914649,13.1609488870145,24.4883537271937,18.436624762909,21.5626358991941,19.5720974046613,18.9658426189713,22.1661027033527,23.1585029516392,15.7030693132715,23.3012238188624,17.6420151831458,19.1311995725362,24.7070062260584
60S ribosomal protein L27,,38.921384182969,,,,,,,,,,,,,,,,,,,,,,,38.3804972208939,,,40.0133751293546,41.0655583508499,39.1597058274378,,,,,,
Inositol-tetrakisphosphate 1-kinase,-2.58752415552487,-3.28956051105624,3.66975537975461,-2.96975796526189,2.37340045553244,-9.11506781775678,-16.1619592054032,-13.5655182644304,-13.9779435625224,-13.7676360746756,-13.7853662760532,-10.058963018119,-2.01895303001622,-9.89132107992603,-12.1399691084881,-3.15675138804833,-11.3192484659354,-15.1788946562006,-0.608753794901738,-0.340098711938203,11.4449322792074,-0.281916885830566,-16.592790568513,12.1691622090074,-9.65204168195166,-1.9890443949665,4.29685019946504,-9.97099733008644,11.9848955585663,-1.31977815056737,-12.7639426304714,-1.39991355434436,0.425412528314038,-17.7696924567819,0.832649754486154,-9.26884755706949
Inositol-trisphosphate 3-kinase B,-10.5123007586046,-13.7693808231557,0.210556062674123,-13.2015544225971,-8.3740395772016,4.47681799652621,10.4442427045976,18.0646403083912,20.0669243044593,15.281698779745,19.1449982854378,15.8547517569615,8.0445093919088,-14.2119137270993,-19.0813874707356,-3.37437714315319,-17.6549024214794,-14.9402220017463,-11.4133564038909,9.51392152773634,33.666802223466,-1.34876757707115,18.9063321714286,42.5733166305879,44.7295353183738,12.3977363590092,-4.90645197100862,25.5272590143977,1.2719333555605,-4.31811267469333,-12.1337856515394,-41.8437156814356,-5.88895064568585,-4.79611521550527,-17.1800886965665,-14.2746986160234
Insulin-degrading enzyme,,,,,,,,,,,,,,,,,,,33.8369270198202,29.9353857979385,28.8472551555274,32.2607899112501,31.0747228954197,29.7335065520306,32.5234591183892,35.6979381277528,,34.2554034854697,34.7034523918981,34.0046730115447,34.3839364344814,32.9882679369361,33.6219197715045,33.7958012779476,33.3814576552131,34.3941756872853
Insulin-like growth factor 2 mRNA-binding protein 1,,,,,,,,,,,,,,,,,,,,,,,,,-44.2762058178971,-13.9906745084439,,-28.3210305982183,3.48310732204881,21.9088011073068,41.2774390140386,59.1165234993891,39.5432570371699,29.2560997113002,32.3420777959041,15.3668185824824
Insulin-like growth factor 2 mRNA-binding protein 3,,,,,,,,,,,,,,40.6396809246827,42.4616880009037,,41.5414225330141,,44.7530609892529,42.0532249829181,40.0252509935646,43.5003865047278,40.7321426834767,39.9434832068502,39.965731039959,41.3876639740219,39.059519029623,41.531799447953,41.42199239443,40.100070396686,,,45.4566311584343,45.7910871291112,47.0627566709945,44.4044751079622
Integral membrane protein GPR180,,,,,,,,,,,,,,,,,,,,,,,,,,47.8493014644866,11.0802713505261,61.3154011800997,29.8548991009447,10.0567602652021,-1.44970123366074,2.72391517750343,2.7737911626658,11.6907908471765,-6.59886005315787,23.9022268651541
Integrator complex subunit 1,10.879273066938,13.8050858823836,27.1656803818983,11.972282248273,,23.9540502030545,17.5667384598339,14.3588977128716,,14.5662796588981,,,-3.78844566167703,,-9.27332643545699,,,,8.7958875229283,11.7217396519262,19.7301140196821,9.9937118050374,16.5977869731199,21.3196751575143,22.8039425476728,18.5632036467916,24.5434273428784,19.6871125579846,24.0107558910648,23.15754827107,20.3974290267591,-0.210932186212037,5.52469367643376,10.7818679081437,1.08267147790043,9.84197016722423
Integrator complex subunit 10,14.0921131768563,8.99194962829493,17.9561827666437,-5.46044955424287,13.3650335976668,0.164404154003956,-3.74212367873681,-23.2197775248212,-13.5079556360548,-14.0291485514222,-19.2604803939651,-6.87052663056374,,,,2.85304143444846,,19.328944351682,15.9955189148323,0.801046308239807,4.89706555777633,9.67348427148607,2.31020461100815,4.08531187142976,8.05729425866861,15.6746304852684,18.7942866106652,13.9658917652548,17.0640397164118,8.88066567882718,6.71688486808241,7.87700860990227,13.8248014720118,6.5849946099211,10.0043746405166,14.7532307141736
Integrator complex subunit 11,38.4460292436124,40.2197903407764,17.1290533246666,22.9779741829972,37.3176137076634,32.5669251167112,13.1780835381004,16.6671277776228,14.0575803218503,14.2854986984513,14.8043664731022,12.9088027189321,10.9038955493735,11.0484025060357,6.65685822920568,10.8569779335392,9.63869687898108,6.27830500942164,24.5016288735029,29.0739032836027,26.8000692312921,25.995704354361,28.564395662649,23.877547730719,20.7379740353328,24.5250477648877,23.6386060745114,22.420588292394,24.5792023976553,24.5760888723202,29.1421308810576,34.7919197634646,36.9229937104048,32.3226792367756,38.3735115715777,36.907587721758
Integrator complex subunit 12,,,,,,,,,18.9824172136948,,,15.0394730306751,,,,,,,,,,,,,33.2682361565778,16.9615440825845,0.776175428682835,25.3487608653103,,,-1.1200997813115,4.29099654562644,14.7356265752816,11.4996054861568,7.4140202386367,18.7090473803329
60S ribosomal protein L27a,,,,,43.3685244082109,42.6398139776311,,,,,,,,,,,,44.3571488669417,,,,,,,43.877686194731,45.0684437558684,43.4876873047623,44.7485733248601,44.8949584931232,43.0470243878895,45.0835537166238,45.5669281404855,45.0668631149681,45.2732821136135,45.510972494327,45.2167762314487
Integrator complex subunit 2,,10.8825006433654,,-5.53612778761086,,,12.3781170719208,26.6974105592628,28.369684437599,19.3569887026643,45.709987366311,40.6094477512395,16.4926910452713,,-17.9608601332911,3.12648925775246,-25.2496766997426,-34.9873242017497,-16.4188127064861,21.6225609408332,51.2470966328561,3.2934568937843,33.017966117388,61.2260468511398,65.9342878813244,27.8706847277285,4.71548063579161,43.1232500200596,13.6576233367182,-0.991708753116635,-10.2532971001353,-41.8368385976934,-5.83512784379403,-24.6172142538051,-24.7545761497103,8.03212251673264
Integrator complex subunit 3,,,33.3623429363726,41.1371666054422,,,,,,,,,34.601746752223,,45.8934269218582,21.186575359922,43.1292941981778,,,,,,,,20.6863775783691,30.5559057095597,39.6984464306243,25.5677812983397,35.9877939917566,38.502599063105,39.0654053748084,48.2877779332387,42.8946986654468,43.1045524061333,46.1718665996526,41.436814963337
Integrator complex subunit 4,7.30692993098352,4.6261834950311,15.1197268962178,6.35340822932974,8.46814606505894,10.5652495945587,3.30937240847963,5.77063242219241,8.07399015833617,3.58907094277619,24.1586591642586,8.7578927472214,11.5021999914712,4.1447453455964,-4.63715345773528,9.3447069168957,0.0499735537724,-6.20165646303029,11.8996677372753,21.316460256713,28.3074997353703,19.529054828386,24.3209270634694,28.8297157084582,17.7067088611277,17.16135353919,24.8151722219566,16.4458648746304,21.9568685423591,21.8210759123691,18.7944538348361,16.2130526199707,20.5537709525487,15.9683347980261,16.6446636683261,24.7864863496446
Integrator complex subunit 5,12.3636953459607,0.9913184613475,9.41129828872181,-1.41193995615786,-1.84598012967019,8.73173589869014,11.7427450796197,-5.48946753677133,-5.4965515633506,11.9760284467502,-4.85869669498617,10.2014388020804,-8.64108704083236,-12.853446341714,-16.403953897601,-9.50999899768744,-15.9846917327461,-18.8655931664381,-4.04341597892933,-5.44775797995396,5.52695436445736,-4.97103188028596,-1.59558503365388,10.7159279914329,17.3430852125466,10.0395142615118,8.41573610996714,14.067868462664,10.1279165141985,3.97230021797072,-1.09048595774991,-9.61341374419964,3.41972381058076,-5.95150255520377,-2.38527722170196,8.5684471178771
Integrator complex subunit 6,13.2777701054949,12.3855163634456,13.6044905427796,13.7205621922283,12.8625768784922,11.0837628109949,8.78081506548805,13.5828922290314,11.2111286694125,10.6300819170944,13.3950272753367,11.4435518473497,15.1328016722582,11.7772134427532,7.62125932498231,15.4346650814428,9.35855162719508,6.94379486904316,23.5367797849995,28.0084112228869,30.970345580755,25.3675051303156,28.1838759952498,28.6054410473601,20.9820616010364,21.4771933614749,27.1564343404615,19.7736298011132,24.2058958283235,28.6893745427038,25.4651663500324,28.260513011918,28.2735935593277,26.7759364920931,28.9546185207588,29.0500764321671
Integrator complex subunit 7,38.1669794548317,31.1005557552942,39.5721246720425,35.3263778734372,33.3716811329561,21.8201316462434,,,,,,,,,,,,,39.6765858647481,,34.6601610406731,36.9084040828418,34.3734850479719,32.1476119785486,26.6320959632864,31.4354859058376,38.6663015365185,30.4047229519102,34.668031990512,39.911462312974,42.8531776113751,43.0857796624983,38.4404624773793,41.9389600021865,40.4007757289882,39.0833173440216
Integrator complex subunit 8,,,,,,,,,,,,,,,,,,-13.5057319590785,,,,,,,75.9346957776925,47.6846562426852,28.9308139538213,59.4468791120078,35.524838693233,26.3676626655239,18.9599552854241,-15.5224371961753,10.9081738728672,1.90133742485777,-2.77109445913492,18.0616151620354
Integrator complex subunit 9,-6.79473853188923,-17.2943750653754,7.229820908222,-20.8404644626926,3.50640985735515,-16.2631464360209,-8.56831661830482,-53.0839896031404,-40.1544113831381,-39.176819059103,-47.6480293012112,-33.41234537355,-27.7786650078251,-22.4759684153037,-18.5247079778433,-25.609703118745,-20.1986273485743,-22.5055736088044,-26.5925512076286,-47.6231308069869,-43.6333442713735,-37.5288993247092,-44.3647895020431,-43.790810823841,-24.1142848200736,-8.86449349018012,15.6835576727125,-15.9910959788346,5.81521882348248,10.3079492672292,3.93343473025999,-13.1720703793416,-11.3652182160307,-4.68968596382944,-11.9737296185978,-9.10885126455628
Integrin alpha-4,,,,,,,36.2609593772702,30.5508349312095,,,33.3049061328693,,,,,,,,40.4215732571738,38.040790116684,41.2055960343979,39.0628746133698,40.3013425196618,41.0893217059874,,,41.3976474455359,,,,38.051857811959,32.9177752213075,36.3693955888736,35.2704636574067,34.1777571359958,36.0768260497721
Integrin alpha-L,20.9353835118446,27.2764558077846,18.1458087612327,23.9841381729771,24.5836765511904,34.1040917033021,39.0570487419373,53.1221347512531,43.6334054670485,46.8488694203628,48.1114111192818,40.9271059484451,38.2812139360611,,22.8963146962839,,23.5142143830099,,27.2560194627518,45.2521313911498,45.5617139138459,35.8835689740061,43.2827339971951,47.2872844114569,40.4439153454077,35.0695686831307,29.9908866260212,35.2128194795469,31.41053978753,32.2725637125096,35.2650315198393,37.1641280891164,38.9658646394057,35.9586411799089,38.4665439282868,40.6637404397554
60S ribosomal protein L28,46.4081536055562,45.6465014625339,43.8706210329802,45.6940672378036,,45.344310911631,48.1864723083531,47.5332415432829,46.3269585065388,48.4097577063481,,46.6156260609023,,,48.0634233727359,,47.3464369086513,,51.1082220771283,49.2179737045508,46.8573140989591,49.949848526144,48.2664175767478,47.3856295871343,48.1735063197682,48.6081745991872,43.5966382662979,,46.8182580937815,,,,,,,
Integrin beta,,,,0.235729571001153,,,,,,,,,,,,,,,,,,,,,27.7744706699423,,,25.050032553333,20.4471720390261,,13.2291736346911,-9.53800831283736,,3.3191662946674,,10.5117211304896
Integrin beta-1-binding protein 1,5.18744689946982,5.14280735952933,5.99274079779073,5.87287143193643,5.15907276110352,4.42875939980206,2.68703658120156,2.62534856645708,0.586562708543189,2.60574409838755,2.22809254269923,1.26635934591755,5.0155953421472,2.83516907866378,1.22462456692123,5.5968456905515,1.79893897774336,1.92659662437622,3.14178419772781,5.16654533106921,6.53676568311636,4.33943567896635,4.48746506779118,5.4314420952137,-0.982297160004271,-1.56413927058204,7.24801102251292,-3.31893127293744,1.89282268220471,8.56105996878443,26.8939239513285,24.4705020483718,23.444109155348,24.8826236561699,24.1383278306066,24.3256001635006
Integrin-linked kinase-associated serine/threonine phosphatase 2C,41.7024941500321,41.221133440504,39.6968063489791,40.397045814701,41.0748151559064,40.4569188942013,43.0200695955442,41.8427319377034,41.4424503959519,42.2445208584527,41.5905319323626,41.5476575596694,40.0361201164217,39.7059709293585,41.1740817615279,39.4404939378609,40.9490780781537,42.1978616208295,44.6913986570412,44.1568111585236,42.2927433813449,43.7844784290729,43.1706425532707,42.1786702520479,40.6154161092304,42.3072932739421,39.6128514036188,41.2190014602284,41.3641158468434,40.5672402752116,47.3216508637419,50.0737861815944,47.5101025985727,48.4738880794351,48.727482771325,46.948379965376
