protein,DDA_APT_D5_1,DDA_APT_D6_1,DDA_APT_F7_1,DDA_APT_M8_1,DDA_APT_D5_2,DDA_APT_D6_2,DDA_APT_F7_2,DDA_APT_M8_2,DDA_APT_D5_3,DDA_APT_D6_3,DDA_APT_F7_3,DDA_APT_M8_3,DDA_FDU_D5_1,DDA_FDU_D6_1,DDA_FDU_F7_1,DDA_FDU_M8_1,DDA_FDU_D5_2,DDA_FDU_D6_2,DDA_FDU_F7_2,DDA_FDU_M8_2,DDA_FDU_D5_3,DDA_FDU_D6_3,DDA_FDU_F7_3,DDA_FDU_M8_3,DDA_NVG_D5_1,DDA_NVG_D6_1,DDA_NVG_F7_1,DDA_NVG_M8_1,DDA_NVG_D5_2,DDA_NVG_D6_2,DDA_NVG_F7_2,DDA_NVG_M8_2,DDA_NVG_D5_3,DDA_NVG_D6_3,DDA_NVG_F7_3,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D6_1,DIA_APT_F7_1,DIA_APT_M8_1,DIA_APT_D5_2,DIA_APT_D6_2,DIA_APT_F7_2,DIA_APT_M8_2,DIA_APT_D5_3,DIA_APT_D6_3,DIA_APT_F7_3,DIA_APT_M8_3,DIA_BGI_D5_1,DIA_BGI_D6_1,DIA_BGI_F7_1,DIA_BGI_M8_1,DIA_BGI_D5_2,DIA_BGI_D6_2,DIA_BGI_F7_2,DIA_BGI_M8_2,DIA_BGI_D5_3,DIA_BGI_D6_3,DIA_BGI_F7_3,DIA_BGI_M8_3,DIA_FDU_D5_1,DIA_FDU_D6_1,DIA_FDU_F7_1,DIA_FDU_M8_1,DIA_FDU_D5_2,DIA_FDU_D6_2,DIA_FDU_F7_2,DIA_FDU_M8_2,DIA_FDU_D5_3,DIA_FDU_D6_3,DIA_FDU_F7_3,DIA_FDU_M8_3
E3 ubiquitin-protein ligase CHFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8933592020296,19.5025570982112,,19.4534327494513,,15.4961522294047,,20.3295637721706,,20.0354245551766
E3 ubiquitin-protein ligase MARCH5,,,,,17.5060136931943,,17.2313994883694,,,17.0886093814425,17.4940618598595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2167003474329,,18.6248547048988,18.3189469770169,,18.4119684014752,17.8609011926084,,,,17.9737504657809,16.5269250933419,,,,,,,,,,,,
E3 ubiquitin-protein ligase NEDD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4668006795659,,14.7166064304559,,,,,,,19.1014010295042,,,,,,,,,,,,,
E3 ubiquitin-protein ligase NEDD4-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2377034741678,18.5241394523206,18.4883393924262,21.6172291569365,18.2483253594703,18.0054682843893,18.0267043866827,17.9795366433872,18.2410754946526,,17.9008311934217,18.2532675038915
E3 ubiquitin-protein ligase NRDP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9509490777213,18.841691063396,,,,,19.1279773476167,,,,,17.9467172849189
E3 ubiquitin-protein ligase RFWD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9236770594372,19.1195117409806,,,,,,,,,14.8519282430393,,,,,,,,,,,,
E3 ubiquitin-protein ligase RNF115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9543025349217,,,,16.6741049432996,,,,,,16.7874110982649,
E3 ubiquitin-protein ligase RNF123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1435808826617,,,,14.0609633961983,,,,,,,,,,,,,,,,,,
E3 ubiquitin-protein ligase RNF13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4329793808352,,,,,15.4355124743019,,,,,,,,,,,,,,,,,,
E3 ubiquitin-protein ligase RNF170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8554691978385,,15.5386163838753,,,15.6167582050646,,,,,,,,15.7897721232436,17.4887686311753,,,17.3770394785288,16.4030490038388,,,16.735441118102,16.9701251565785,
E3 ubiquitin-protein ligase RNF220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2183319746449,21.2469287095139,20.5361007893656,19.6642299673915,17.2283400238562,15.37350779673,18.389066230183,16.6091878450339,15.3090212117222,19.5193263653983,17.638070456094,18.3397851726941,,,,,,,,,,,,,17.4161870163019,,,16.9854062006108,17.5714409993278,,,17.3976118253328,,,,16.8779196897825
E3 ubiquitin-protein ligase SHPRH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8002273903649,19.358732967608,19.6800220278079,19.6302080931916,19.508636452432,18.9707078499175,19.8337874207234,19.2176923215426,19.2133112029973,19.4843564627396,19.7953578857321,19.8514703449588
E3 ubiquitin-protein ligase SMURF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8247018512024,,,,16.4953670246957,16.3908671106743,17.0351460941787,15.6740560208704,16.5421862231897,,16.5308673342489,
E3 ubiquitin-protein ligase TRIM23,17.8953842537579,17.4158592996646,17.5592332479607,17.6424548630341,17.4478990225199,17.2215959736992,17.2271861839141,17.327801987132,17.6927764734344,17.5500323699569,17.0340663316216,17.3263990646447,,,,,,,,,,,,,17.8529319727868,18.021560464779,17.9606432870185,,,18.2054805603925,17.9047755744431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0957378433943,19.9629740757571,19.2882013114571,19.7948013041406,20.0620242173975,20.2024235467938,19.9181138943062,19.8709587848138,20.2072769062235,20.1926115855462,19.7969247692188,19.7766962936863
E3 ubiquitin-protein ligase TRIM41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2042020436839,,,15.8500985518229,18.806058784315,18.9921488717279,,17.0806705524761,16.9294480002862,16.2157666781318,,18.0840983012587,16.4789120073976,16.6228629601403,,
E3 ubiquitin-protein ligase TTC3,,,,,,,,,,,,,,,18.025665841739,17.2723949010407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3 ubiquitin-protein ligase ZNRF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6661014458486,,17.6444671221741,16.277063282054,16.6186891041581,17.1788329871975,16.4071767443238,16.4312992606402,15.868582456624,16.6443614592122,18.5957258917755,,,,,,17.4503033461744,,,,,,18.0828836300687
EH domain-containing protein 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2608371994976,14.4034638756457,,,14.9969309578197,,,,,,14.0171444257906,,,,,,,,,,,,
EKC/KEOPS complex subunit LAGE3,,,,,,,,,,,,,17.7439776158084,17.0836335854011,,17.7290324395162,17.487345577469,17.3550195554239,17.9860751460978,,18.0871222582331,18.0822946771259,17.3902129670158,,16.6624527579331,16.7961291937082,16.71114621498,16.9326194026848,17.6988151079606,,16.4068771188534,17.1110325595892,16.7726059479033,16.4611887781736,16.6166259966302,,18.9137903619126,18.7481843105908,18.6190396784439,18.9044023500263,,18.7883747543735,,18.7336649992664,18.5099728514311,18.753144959176,18.6622926995496,,14.4560477882519,,,,,,15.1253017730981,,,,,,19.93007288133,20.2919289212707,19.4757242134737,,19.7869267225807,20.2214990576688,19.8105997780012,19.7024198206843,20.3730130836664,19.7062287887157,,19.335402245228
Elongation factor 2,20.8587008956151,20.9922771912511,20.691217566883,20.4075436980195,20.9841916314144,21.1277282202719,20.8917052308563,20.8910707294264,20.8793812996088,20.8549828971648,20.7649803930151,20.7423736150477,21.1322945877305,20.8619480662063,21.0757930241562,20.8102749917113,20.9949658743358,21.0531090069197,21.0804529830206,21.0782291502141,21.0776013799527,21.1517614725394,21.0348768158051,21.1631463276595,20.4902322904588,20.519692042679,20.5465390004772,20.6436759434037,20.236386205656,20.5911505839797,20.5903399752368,20.6755013965425,20.6419838338857,20.505542983732,20.4761497262413,20.5273989550441,22.0636419061213,22.2376602006936,22.0838289142993,22.4162071286831,22.1412683877479,22.2774944935208,22.2636770677982,22.2175053706189,22.2422311164224,22.2667410442037,22.1782603600514,22.2437186683421,22.3424560408232,21.7514198952993,21.9405249855981,22.024392574863,21.8873953343478,22.0011394491119,22.4594714866372,22.0743862855586,21.9471491058911,21.1047121220837,21.9787774055297,22.1033325128949,23.7317580221357,23.7240271105219,23.7665414659808,23.8959790426235,23.7459321117405,23.8380026220735,23.8160945727398,23.8331226100156,23.6724566660645,23.788524173149,23.6254106126937,23.8353059845667
"Elongation factor Tu, mitochondrial",19.9645283230291,19.4539820650748,19.5504042071581,19.5437106299812,19.8408016215255,19.4390086753817,19.5827782214205,19.4661729244254,19.6482317189707,19.4939877601702,19.5216526539305,19.5376987151446,20.2749558563459,19.8847691325123,19.8178478651423,19.8794471763775,20.1416302155288,19.8978816637599,20.0306518475482,19.9853339596113,20.2061892349804,19.9307586203068,19.9004818920641,20.4578865318084,19.3098784178043,19.1803184455079,19.2983054887843,19.0690205684226,19.5036434362074,19.1551473952707,19.2635330230844,19.2550127671281,19.2585269348485,18.9258041408806,19.2699495179556,18.9595941856802,20.9837488457822,20.3592307784555,20.4374748641269,20.3572764575492,20.6141356323384,20.7377691535483,20.5034560973015,20.7074006477568,21.018367813698,20.37340807929,20.5014957170433,20.7479324329382,20.7999081544561,19.9960936488145,20.2203926750343,20.1646058420952,19.8237326596604,19.8188983234858,20.2497178003704,20.5100938621343,20.6187240601045,20.1868474386213,20.4947583420408,19.8633936387869,22.4416448470967,22.1545056793178,22.230080225482,22.2244873075934,22.4311212177716,22.2542556030514,22.2664001157926,22.3694663155594,22.2967587319398,22.2442877500069,22.1733406194189,22.1530187139077
Embigin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.088244206861,,14.9401803809517,15.4094286587403,15.6380901695322,,14.2478772192699,15.3335566039679,15.638074008569,,,,,,,,,,,,,
Endoglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1254187891742,14.2589776882054,,,,,,,,,,,,,,,,,,,
Endonuclease III-like protein 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5584823630198,,,,,,18.4500453525823,,15.069044657633,15.4869274687504,,18.4952314752167,,,,,,,,,,,,,,,,,,,,,,,,
Endoplasmin,20.9856044600595,21.5428756833617,21.2016908854561,21.1671607472296,20.9608039542671,21.3709516318012,21.6544189083912,21.0470387295425,20.9406541921782,21.6931099738994,21.4048140926352,20.8335088139677,20.9121629495321,21.6856765044342,21.5742141691036,21.0477787498485,20.7007577532012,21.6066751862506,21.6183601706769,21.0942315135349,20.8694217867718,21.6175290683285,21.4824972184651,21.1482721002614,20.2533262056528,20.966107434925,20.9155377245935,20.3262449756209,20.0831050832826,21.0959551962066,20.9932420822793,20.4410709047896,20.2575197979533,20.9972545822662,20.9842702028118,20.3667480235192,21.7378499912979,22.342732222395,22.2626946474205,22.0977996464183,21.7182559130469,22.494035441057,22.487941266957,21.918637809935,21.7756018157307,22.3708086949975,22.5388679641598,21.8888760678118,21.9582526948015,22.3355463719646,22.3469024687803,21.6644182728052,21.4843364284353,22.328173503294,22.7204392799393,21.6416257599007,21.5597771598142,22.3598518812995,22.328314129079,21.7867919645201,22.9924058258009,23.7769509309381,23.7759351572479,23.3082499465962,22.9700453652931,23.849882356689,23.8507775526889,23.2543909606981,23.0359994259761,23.8820249943009,23.7233179332829,23.2704493376395
Endothelin-converting enzyme 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2671158421703,,,,16.5959434342271,,,16.0930137125905,,,17.1688823101438,17.0671633023464
Epidermal growth factor receptor kinase substrate 8-like protein 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8550745545627,19.8082243244727,19.7203272983466,20.2121901819252,19.6400051077827,19.828124863795,20.0777271703012,19.9257354407931,19.8643709907135,20.1769684638722,20.2379942432621,19.7012812005132
Epithelial membrane protein 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6509678824581,14.6190804197743,,,,,,,,14.9550408365449,,,,,,,,,,,,,
Epsin-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6022520193556,,,,16.4814879826446,18.2420443884552
ER degradation-enhancing alpha-mannosidase-like protein 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3117150432048,,18.026837835672,16.130616931512,16.1346577392573,,16.9138896684784,,18.014740522996,15.8370051396893,16.5306687705259,,,,,,,,,,,,,
ER lumen protein-retaining receptor 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0734468074071,,18.1707567771032,17.8102373426568,17.6322773821301,18.075115289052,,,18.0495735833555,18.1509957482022,18.2220346642385,,,,,,,,,,,,,
ER membrane protein complex subunit 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7802164529131,16.6120599176489,16.5174756154105,16.1616339529728,16.5210910451656,16.1262622136247,16.6696216618507,16.3180933927652,16.351031104735,16.3581356499323,16.4869659285969,15.82921285793,,,,,,,,,,,,
Erythroid differentiation-related factor 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1519171994338,16.1645974846097,,,16.3929963890454,,,,,16.0392688704124,16.0737675171088,15.1620760768552
Ethanolaminephosphotransferase 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.999492278918,15.2463479818348,,15.1540579605864,15.4044804217585,15.6238485082621,16.3981486962456,,,15.4124506975684,,15.714388995865,,,,,,,,,,,,,17.1341593169913,,,,,,17.0872065110158,,,,,
ETS-related transcription factor Elf-2,,,,,,,,,,,,,,,,,,,,,,,,,17.5000807404901,,,19.1556893786072,,,,,,18.9183603360483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryotic elongation factor 2 kinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.833289439252,14.8361613051627,,,,15.8684284367038,15.0483186018525,,,14.356263847972,,,,,,,,,,,,
"Eukaryotic translation initiation factor 1A, Y-chromosomal",,,19.2250114534729,,,,19.1334344541512,,,,19.1605206525043,,,,19.2960661445005,,,,19.0240126201899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4864598755252,,,,19.4717820499494,,,,19.8787607398296,17.5562231607182,,,,,,,,,,,,
Eukaryotic translation initiation factor 1b,,,,,16.8810487057622,,,,,,,16.6019405463925,17.0391350898547,,17.2356605325431,17.2231869057241,16.7337676582389,,17.0964593670303,,,17.0988624020168,,17.7403313216223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0548207439323,,,18.7182636410814,,,14.3635741613351,,,,,,,,,,,,,
Eukaryotic translation initiation factor 3 subunit C,18.1738142660003,17.8325555217462,18.1680697612221,17.9474639580433,17.9574382069245,18.178265174544,18.1811918321021,17.8217067334096,17.8521642116552,18.3429353953275,18.0761884323349,17.6787581491142,18.5364617769381,,18.2993771433734,17.8786138200053,17.638647703384,18.4007127029761,18.60150117462,,18.2698956442014,18.4971787149251,18.0865497644485,18.2562835810899,16.9046876362281,16.4049648931531,16.8363987513994,16.5218927019658,16.0757308001806,16.629121254727,16.7145116425585,16.6951583524975,,16.7274209082638,17.6419103134176,16.1246739663184,18.5673837586445,17.8966938899085,16.3172415481425,17.7591291249822,18.0957605250958,17.8403576571288,18.0681543258257,18.3022687605498,18.3547652752575,17.8491758093745,18.5824976771083,17.998041501033,18.2980158112044,18.0559628275668,18.2908766819068,18.3450111685153,17.918645537676,18.0885009482776,17.3222934299755,18.3753852164211,18.13678704211,17.9506251133546,18.1573887993226,18.3956500742271,,,,,,,,,,,19.6241934424458,
Eukaryotic translation initiation factor 4E-binding protein 2,,,,,,,,,,,,,,,,17.4945416760234,,,,,,,,,15.9842327748278,,,,,,,,,16.3939075508396,,15.9389330992495,,,,,,,,,,,,,,16.6273800877055,,17.1830822119768,16.0085151324896,,16.3570338081712,,16.1065897107721,16.4324683386631,,16.9321321487937,,16.7559943572878,,18.5895792804142,,17.5646498614909,,18.6653509258109,16.350476407625,17.3298431538382,,
EVI5-like protein,,,,,,,,,,,,,,,,17.21507327095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-box only protein 18,,19.1181187059295,18.9173263041445,,,19.0705027997739,18.9189073321418,19.0329974065978,,19.1658509525795,18.8543445064192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-box only protein 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3635197754017,,,,14.6287935597642,,15.4367189259973,13.8406908564946,14.0823264377347,14.8904447192778,,,,,,,,,,,,,,
F-box only protein 30,,,,,,,,,,,,,,18.0324414165093,,17.9528507506475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1659232877882,17.6916369193947,17.3571942572596,17.4738921440524,19.6076808230295,19.6568801480048,21.9022875352754,17.7879511049457,18.1330520034118,17.205276178664,17.3343131817007,16.1322943703581
F-box only protein 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.333097412132,,14.7155092930615,,,16.4988581464261,15.6367964664507,,16.8090404079631,,,,,,,,,,,,,,,
F-box-like/WD repeat-containing protein TBL1X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6689301387435,,,,,,,,,,,,,,,,,,,,
F-box/LRR-repeat protein 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3233196009696,,,14.4739110021944,15.6667960065064,,,15.5957371113786,15.9556002505955,14.1694016305264,,,,,,,,,,,,,,
F-box/LRR-repeat protein 20,17.1274394718682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.074645018696,,,18.1465596378733,16.0109780369514,,16.6689877839374,14.6865109939786,17.1110510837679,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-box/SPRY domain-containing protein 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2200202706802,16.1171451994223,15.6965545131555,15.9249962209925,16.5328508059736,16.3133334330188,17.1698259537263,16.0520092658305,16.0497953966995,16.7129406802279,16.7621051069567,16.4017697020126,16.8223311285037,15.7236743350624,15.7170507592836,,17.3917712746985,15.734709987993,17.4535821261767,17.7847320875391,15.3082123864967,17.1176791878286,15.7911597981399,16.2220051143488
Fanconi anemia group D2 protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3571361731971,15.7249345373063,16.7501649820097,16.0861198300791,15.8497258895389,16.6727850383707,16.3681537348134,16.0595232967993,16.5461699019273,,,16.8752030604771
Fatty acid desaturase 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8163648402054,,17.9755024014222,17.9257284693427,18.4594205722683,,18.5288757386762,17.6004010825649,,18.075404868775,17.5177626978103,18.4633138973338,,,,,,,,,,,,
"Fatty acid-binding protein, heart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.24172250475,15.6391885027606,13.8861553975336,16.4551391529478,15.6077865604327,15.5025944620875,15.5262768679828,16.39314830701,15.269066292393,15.4946237756411,14.7404438352198,16.5279511073678,,17.3194450170775,18.7409510059973,17.7375036960297,,19.628715288233,16.7506432093893,15.5071549891894,,,17.6110446899468,
Fatty acyl-CoA reductase 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0271836389164,,15.3878487064413,16.6177066249567,18.0889422853037,,14.7494840246907,16.3853709136324,,,,16.3233196009696,,,,,,,,,,,,,16.9254639756083,17.4617956144458,17.5995638189478,16.8622685901213,17.6189233286684,17.924513821195,17.7448625455142,17.4335382711063,17.0752979733389,17.1926542895227,16.0297779665751,17.1456414911926
FERM domain-containing protein 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1149117169298,,,14.7558693171721,,16.0385653120015,16.8774518316286,16.9222026418265,15.1172813540135,16.0986273677629,,15.6094010882013,,,,,,,,,,,,,,,,,,,,,,,,
Ferrochelatase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8741237295575,,,,,,,,,,,,,,,,,,,,,,,,
FH1/FH2 domain-containing protein 3,,,,,,,,,,,,,,,,,,,,,,,,,,18.1435428853763,,,18.0004572648687,18.0310102417428,17.8964996651392,18.055959227291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5349342560842,20.3559054348718,20.6049326499845,20.6123231029924,20.5315240487717,20.4219985688506,20.6263363467664,20.6169604305755,20.3612624362488,20.5310393882669,20.343015156479,20.5667055897754
Fibrinogen gamma chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6424984141958,15.9376044180991,15.9709983706537,,17.6166020026851,17.0677050980253,17.0995746928115,,17.385071423063,17.6821176998619,16.2301735543637,
Filaggrin-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0419378871086,16.2360564485919,,,,,,,,,,,,,,,,,
Filamin A-interacting protein 1-like,,,,,,,,,,,,,,,,,,,,,,,,,,17.9544460035143,,,,18.1995102448898,,,,17.9955586979348,,17.4962192219029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folliculin-interacting protein 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3653688595213,18.7210815888119,,18.4117963947388,17.9587222655197,18.0896317747954,,18.2992579737412,18.4202506514759,16.446319678723,,19.3284956573455,,,,,,,,,,,,,,,,,,,,,,,,
Forkhead box protein P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8945661890832,,,,,,,15.8490783037357,,,,,,,,,,,,,,
Fucose-1-phosphate guanylyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8389552700848,17.2409776985992,17.3151948863411,,16.7382957237622,17.4356024766512,16.8978332865994,17.0333858824989,,16.9130771373995,16.8294755997793
FYVE and coiled-coil domain-containing protein 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5967611278281,,15.8564841031286,,,,,,,,16.444517551726,,,,,,,,,,,,
G patch domain-containing protein 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3639237685606,14.6217631846295,14.6002793055714,15.891307967854,15.109086378081,15.7622632091578,15.6294391332134,15.2949081198463,15.6536764000065,15.5910390140819,15.8431323509143,,,,,,,,,,,,
G/T mismatch-specific thymine DNA glycosylase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1448376634429,14.6171981928137,15.3135251686946,15.4920275116801,14.8868886736786,16.1145092274229,15.4569896259432,,16.0662969657244,13.8372720497458,,,,,,,,,,,,,
G2/mitotic-specific cyclin-B1,20.2510838367726,,,,20.2065395048595,20.1354691719943,,20.3343185553138,20.1056712987871,20.1172683571423,20.0678960207205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0602379486093,20.5974077859331,20.6235338955474,20.9146297217246,19.868091370718,19.9566434685979,20.3104532521193,20.3566932150541,20.5837048743735,20.6768972384188,20.7182432448211,20.256435886251,,,,,,,,,,,,
Galectin-1,20.6085929597292,19.8713266295604,20.0288093551812,19.7696971701693,20.3960613880678,19.7152767005037,19.8511541251382,19.8702198208545,20.3451264571007,19.9297405228381,19.9670024122222,19.5578671692669,21.1748614909165,20.7147597626525,20.6677989328733,20.3221960552235,20.8775265107241,20.681498951713,20.7434997437772,20.2359559818,20.8446724230638,20.7866036375074,20.758835662945,20.4890149940914,20.2442349173812,19.6013081527833,19.7999966454985,19.2666763281745,20.2956318040672,19.6640420358182,19.7844866240981,19.3931054020953,20.3185629382828,19.682606368716,19.7940376087462,19.3683286600094,21.9056267782959,21.3790909674177,21.4099924497034,21.0527674062476,21.9805661153129,21.3851846139225,21.5109880786924,21.0715972367918,21.9535202346662,21.369435833894,21.4507685494507,21.0886251292023,21.8056979293855,20.7527922762048,20.8753730016468,20.4391817284968,21.4759209376121,20.6468940221823,21.3494038913806,20.4838573931662,21.3247654554546,20.7392228440206,20.8277504691303,20.7139223219432,23.3177847840779,22.5456712554811,22.7372128450989,22.4760650035559,23.3332220611483,22.7010867743536,22.7869181037134,22.4100330354634,23.266695555429,22.6952234681852,22.5646784135979,22.3630076892563
Galectin-related protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9286407119832,,,,,16.6109609493473,18.0912039818435,16.1562581120527,18.1325985914792,,,,,,,,,,,,,
Gametocyte-specific factor 1,,,,17.6665301198321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gamma-aminobutyric acid receptor-associated protein,17.6032846690524,17.2391215344633,17.18287535109,17.5133497534497,17.9097384467136,17.2118293921753,17.4896316411027,17.7117090130455,17.4406778161066,16.8652100477882,,16.855642418815,,,,,,,,,,,,,17.2497880428946,,,,,16.8633655318536,,,,,,,,,,,,,,,,,,,16.3734353004888,15.7804387128554,,15.9102962733787,15.6285584782101,15.897012475611,13.7908489448934,,15.9388373974562,17.2976425571224,15.5871013329018,,,,,,,,,,,,,
Gamma-tubulin complex component 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4020708614788,16.5900972828667,,,,,,,16.7915501981725,,16.802706500496,17.1440655596343
Gamma-tubulin complex component 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3792814242149,14.8487306278653,15.1234919645248,14.7854557943739,14.8647925366104,14.3967760058761,,15.179968224475,15.0877399627962,15.0534789095482,,14.7872359967265,,,,16.8968240196085,,,,,16.5990392202424,16.3283565764415,,16.2402247841914
Ganglioside-induced differentiation-associated protein 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0082584632734,,17.539612357788,17.3118665927997,16.6257562713812,,16.3051559620995,16.4098693413134,,16.3540369605024,16.7014837675255
