precursor,peptide,protein,class,group2/group1,group3/group1
870,870,238,3,0,0
871,871,181,2,0,0
872,872,188,2,0,0
873,873,3,2,1.43130217493197,0
874,874,140,2,0,0
875,875,262,3,0,0
876,876,152,2,0,0
877,877,183,2,0,0
878,878,74,2,1.97784869620962,-1.92656416995797
879,879,166,2,0,0
880,880,191,2,0,0
881,881,96,2,-1.78680603897506,1.78391020645018
882,882,207,3,0,0
883,883,112,2,-1.58960366640251,-1.51252320807767
884,884,115,2,-1.75313560599201,-1.83622433334765
885,885,181,2,0,0
886,886,257,3,0,0
887,887,256,3,0,0
888,888,56,2,2.57677198465232,1.6032144745416
889,889,247,3,0,0
890,890,285,3,0,0
891,891,228,3,0,0
892,892,67,2,1.78677474343465,-1.93162163737053
893,893,1,2,2.85272795855291,0
894,894,24,2,-1.60567893592252,0
895,895,39,2,0,-1.16424131428944
896,896,11,2,1.01024764168585,0
897,897,239,3,0,0
898,898,287,3,0,0
899,899,296,3,0,0
900,900,67,2,1.78677474343465,-1.93162163737053
901,901,124,2,0,0
902,902,152,2,0,0
903,903,7,2,1.4279963099281,0
904,904,265,3,0,0
905,905,211,3,0,0
906,906,54,2,1.66866275501064,0.901610919481883
907,907,226,3,0,0
908,908,15,2,1.75304196166091,0
909,909,207,3,0,0
910,910,283,3,0,0
911,911,107,2,-1.6940933842278,-1.59910815227679
912,912,151,2,0,0
913,913,281,3,0,0
914,914,53,2,1.77346429257603,2.12765936968405
915,915,225,3,0,0
916,916,184,2,0,0
917,917,90,2,-2.2949365142498,2.28848977341016
918,918,86,2,-1.85677789828621,1.46564507841493
919,919,126,2,0,0
920,920,106,2,-1.43893589183708,-1.32493950191992
921,921,214,3,0,0
922,922,49,2,0,-0.930943200247806
923,923,272,3,0,0
924,924,31,2,0,2.38788599616315
925,925,133,2,0,0
926,926,18,2,-2.25784594659956,0
927,927,88,2,-1.81583446214764,1.77432589660515
928,928,222,3,0,0
929,929,256,3,0,0
930,930,235,3,0,0
931,931,157,2,0,0
932,932,155,2,0,0
933,933,202,3,0,0
934,934,73,2,1.86761829932737,-2.29731339588267
935,935,106,2,-1.43893589183708,-1.32493950191992
936,936,228,3,0,0
937,937,286,3,0,0
938,938,205,3,0,0
939,939,299,4,0,0
940,940,226,3,0,0
941,941,164,2,0,0
942,942,199,2,0,0
943,943,299,4,0,0
944,944,112,2,-1.58960366640251,-1.51252320807767
945,945,191,2,0,0
946,946,5,2,1.25413385526895,0
947,947,180,2,0,0
948,948,2,2,1.55898379871337,0
949,949,223,3,0,0
950,950,125,2,0,0
951,951,56,2,2.57677198465232,1.6032144745416
952,952,288,3,0,0
953,953,190,2,0,0
954,954,84,2,-3.57540683913257,1.29846895652487
955,955,290,3,0,0
956,956,194,2,0,0
957,957,230,3,0,0
958,958,248,3,0,0
959,959,247,3,0,0
960,960,109,2,-1.79334527111273,-2.93807693455439
961,961,74,2,1.97784869620962,-1.92656416995797
962,962,286,3,0,0
963,963,165,2,0,0
964,964,103,2,-1.78652430592543,-2.33465720350627
965,965,292,3,0,0
966,966,241,3,0,0
967,967,202,3,0,0
968,968,17,2,-1.70784060958812,0
969,969,88,2,-1.81583446214764,1.77432589660515
970,970,230,3,0,0
971,971,138,2,0,0
972,972,231,3,0,0
973,973,292,3,0,0
974,974,43,2,0,-3.04401974860585
975,975,153,2,0,0
976,976,168,2,0,0
977,977,143,2,0,0
978,978,226,3,0,0
979,979,179,2,0,0
980,980,194,2,0,0
981,981,103,2,-1.78652430592543,-2.33465720350627
982,982,153,2,0,0
983,983,128,2,0,0
984,984,175,2,0,0
985,985,93,2,-2.48480725431807,1.4286327317104
986,986,198,2,0,0
987,987,252,3,0,0
988,988,252,3,0,0
989,989,256,3,0,0
990,990,156,2,0,0
991,991,279,3,0,0
992,992,207,3,0,0
993,993,188,2,0,0
994,994,47,2,0,-1.93707656530528
995,995,60,2,1.49379449962572,2.23382338633635
996,996,248,3,0,0
997,997,77,2,1.12340759436431,-1.48199941938291
998,998,238,3,0,0
999,999,104,2,-1.31829528968713,-1.99192441668253
1000,1000,186,2,0,0
1001,1001,282,3,0,0
1002,1002,150,2,0,0
1003,1003,164,2,0,0
1004,1004,124,2,0,0
1005,1005,80,2,1.35024720373292,-1.87428799173766
1006,1006,276,3,0,0
1007,1007,97,2,-2.14447956085875,2.64587832846883
1008,1008,70,2,2.65083230894511,-1.48526776012044
1009,1009,7,2,1.4279963099281,0
1010,1010,45,2,0,-1.65282678982638
1011,1011,38,2,0,-2.23972742987847
1012,1012,178,2,0,0
1013,1013,79,2,1.18026979905821,-1.33446276814962
1014,1014,112,2,-1.58960366640251,-1.51252320807767
1015,1015,57,2,1.90205968676218,2.76709506340869
1016,1016,174,2,0,0
1017,1017,172,2,0,0
1018,1018,236,3,0,0
1019,1019,227,3,0,0
1020,1020,33,2,0,1.39135255704563
1021,1021,52,2,2.13038169877224,1.5635632821971
1022,1022,104,2,-1.31829528968713,-1.99192441668253
1023,1023,226,3,0,0
1024,1024,281,3,0,0
1025,1025,12,2,1.72226499522474,0
1026,1026,93,2,-2.48480725431807,1.4286327317104
1027,1027,60,2,1.49379449962572,2.23382338633635
1028,1028,280,3,0,0
1029,1029,73,2,1.86761829932737,-2.29731339588267
1030,1030,101,2,-2.18190276267634,-1.22342347113906
1031,1031,159,2,0,0
1032,1032,106,2,-1.43893589183708,-1.32493950191992
1033,1033,228,3,0,0
1034,1034,260,3,0,0
1035,1035,85,2,-1.47584872673667,2.30543974343398
1036,1036,140,2,0,0
1037,1037,85,2,-1.47584872673667,2.30543974343398
1038,1038,105,2,-1.95037829899013,-1.39931861285781
1039,1039,155,2,0,0
1040,1040,102,2,-1.35560640676836,-1.70948169427869
1041,1041,199,2,0,0
1042,1042,203,3,0,0
1043,1043,17,2,-1.70784060958812,0
1044,1044,101,2,-2.18190276267634,-1.22342347113906
1045,1045,102,2,-1.35560640676836,-1.70948169427869
1046,1046,20,2,-1.19562206597036,0
1047,1047,120,2,-1.50418593247085,-1.88348575785103
1048,1048,247,3,0,0
1049,1049,51,2,0,-1.75742601538763
1050,1050,72,2,1.62590972350676,-1.22366082872087
1051,1051,267,3,0,0
1052,1052,124,2,0,0
1053,1053,179,2,0,0
1054,1054,18,2,-2.25784594659956,0
1055,1055,221,3,0,0
1056,1056,231,3,0,0
1057,1057,230,3,0,0
1058,1058,17,2,-1.70784060958812,0
1059,1059,99,2,-2.31947769276312,-2.02268452958989
1060,1060,35,2,0,1.34999021764207
1061,1061,260,3,0,0
1062,1062,37,2,0,-0.843471589795985
1063,1063,31,2,0,2.38788599616315
1064,1064,96,2,-1.78680603897506,1.78391020645018
1065,1065,25,2,-1.36130917212331,0
1066,1066,245,3,0,0
1067,1067,225,3,0,0
1068,1068,82,2,2.0891817330148,-2.59561829971879
1069,1069,218,3,0,0
1070,1070,95,2,-1.39519474077962,1.67932244689139
1071,1071,172,2,0,0
1072,1072,249,3,0,0
1073,1073,72,2,1.62590972350676,-1.22366082872087
1074,1074,23,2,-1.22748433573691,0
1075,1075,82,2,2.0891817330148,-2.59561829971879
1076,1076,73,2,1.86761829932737,-2.29731339588267
1077,1077,90,2,-2.2949365142498,2.28848977341016
1078,1078,62,2,1.67737446606243,1.36721481119709
1079,1079,108,2,-2.42473107091446,-1.51924901714292
1080,1080,245,3,0,0
1081,1081,34,2,0,1.69452817331644
1082,1082,225,3,0,0
1083,1083,190,2,0,0
1084,1084,142,2,0,0
1085,1085,255,3,0,0
1086,1086,238,3,0,0
1087,1087,45,2,0,-1.65282678982638
1088,1088,41,2,0,-2.03883636817183
1089,1089,74,2,1.97784869620962,-1.92656416995797
1090,1090,243,3,0,0
1091,1091,107,2,-1.6940933842278,-1.59910815227679
1092,1092,282,3,0,0
1093,1093,114,2,-1.26463838904737,-1.74221610756035
1094,1094,287,3,0,0
1095,1095,7,2,1.4279963099281,0
1096,1096,221,3,0,0
1097,1097,179,2,0,0
1098,1098,17,2,-1.70784060958812,0
1099,1099,168,2,0,0
1100,1100,129,2,0,0
1101,1101,240,3,0,0
1102,1102,272,3,0,0
1103,1103,169,2,0,0
1104,1104,198,2,0,0
1105,1105,271,3,0,0
1106,1106,246,3,0,0
1107,1107,129,2,0,0
1108,1108,38,2,0,-2.23972742987847
1109,1109,223,3,0,0
1110,1110,177,2,0,0
1111,1111,200,2,0,0
1112,1112,33,2,0,1.39135255704563
1113,1113,7,2,1.4279963099281,0
1114,1114,46,2,0,-1.76799708743673
1115,1115,202,3,0,0
1116,1116,199,2,0,0
1117,1117,22,2,-1.63375925890106,0
1118,1118,152,2,0,0
1119,1119,90,2,-2.2949365142498,2.28848977341016
1120,1120,19,2,-1.59541485984077,0
1121,1121,208,3,0,0
1122,1122,164,2,0,0
1123,1123,62,2,1.67737446606243,1.36721481119709
1124,1124,21,2,-0.734188121768956,0
1125,1125,110,2,-2.99459507315052,-0.805235751626777
1126,1126,69,2,1.16491767924804,-1.50830820208594
1127,1127,126,2,0,0
1128,1128,176,2,0,0
1129,1129,68,2,1.72968708912911,-1.87937392050813
1130,1130,217,3,0,0
1131,1131,85,2,-1.47584872673667,2.30543974343398
1132,1132,6,2,1.61655601660842,0
1133,1133,224,3,0,0
1134,1134,196,2,0,0
1135,1135,267,3,0,0
1136,1136,4,2,1.64793763597146,0
1137,1137,227,3,0,0
1138,1138,166,2,0,0
1139,1139,224,3,0,0
1140,1140,34,2,0,1.69452817331644
1141,1141,275,3,0,0
1142,1142,92,2,-1.37545497637842,2.0069198543239
1143,1143,210,3,0,0
1144,1144,251,3,0,0
1145,1145,176,2,0,0
1146,1146,278,3,0,0
1147,1147,130,2,0,0
1148,1148,110,2,-2.99459507315052,-0.805235751626777
1149,1149,197,2,0,0
1150,1150,206,3,0,0
1151,1151,297,4,0,0
1152,1152,258,3,0,0
1153,1153,150,2,0,0
1154,1154,279,3,0,0
1155,1155,275,3,0,0
1156,1156,21,2,-0.734188121768956,0
1157,1157,103,2,-1.78652430592543,-2.33465720350627
1158,1158,43,2,0,-3.04401974860585
1159,1159,12,2,1.72226499522474,0
1160,1160,66,2,2.00197328748143,1.61086347544595
1161,1161,272,3,0,0
1162,1162,53,2,1.77346429257603,2.12765936968405
1163,1163,58,2,2.01037811034488,1.08986359565718
1164,1164,142,2,0,0
1165,1165,146,2,0,0
1166,1166,169,2,0,0
1167,1167,168,2,0,0
1168,1168,67,2,1.78677474343465,-1.93162163737053
1169,1169,13,2,1.50327305640535,0
1170,1170,104,2,-1.31829528968713,-1.99192441668253
1171,1171,179,2,0,0
1172,1172,241,3,0,0
1173,1173,245,3,0,0
1174,1174,259,3,0,0
1175,1175,84,2,-3.57540683913257,1.29846895652487
1176,1176,200,2,0,0
1177,1177,22,2,-1.63375925890106,0
1178,1178,296,3,0,0
1179,1179,56,2,2.57677198465232,1.6032144745416
1180,1180,231,3,0,0
1181,1181,272,3,0,0
1182,1182,161,2,0,0
1183,1183,235,3,0,0
1184,1184,72,2,1.62590972350676,-1.22366082872087
1185,1185,20,2,-1.19562206597036,0
1186,1186,19,2,-1.59541485984077,0
1187,1187,138,2,0,0
1188,1188,216,3,0,0
1189,1189,51,2,0,-1.75742601538763
1190,1190,106,2,-1.43893589183708,-1.32493950191992
1191,1191,44,2,0,-1.08296961248329
1192,1192,152,2,0,0
1193,1193,30,2,-2.42591491157008,0
1194,1194,239,3,0,0
1195,1195,211,3,0,0
1196,1196,44,2,0,-1.08296961248329
1197,1197,91,2,-2.45760667220143,1.40316078410353
1198,1198,102,2,-1.35560640676836,-1.70948169427869
1199,1199,152,2,0,0
1200,1200,142,2,0,0
1201,1201,276,3,0,0
1202,1202,120,2,-1.50418593247085,-1.88348575785103
1203,1203,162,2,0,0
1204,1204,144,2,0,0
1205,1205,205,3,0,0
1206,1206,174,2,0,0
1207,1207,46,2,0,-1.76799708743673
1208,1208,149,2,0,0
1209,1209,292,3,0,0
1210,1210,231,3,0,0
1211,1211,134,2,0,0
1212,1212,69,2,1.16491767924804,-1.50830820208594
1213,1213,157,2,0,0
1214,1214,159,2,0,0
1215,1215,14,2,2.11539862221373,0
1216,1216,43,2,0,-3.04401974860585
1217,1217,163,2,0,0
1218,1218,189,2,0,0
1219,1219,256,3,0,0
1220,1220,167,2,0,0
1221,1221,176,2,0,0
1222,1222,155,2,0,0
1223,1223,150,2,0,0
1224,1224,278,3,0,0
1225,1225,164,2,0,0
1226,1226,92,2,-1.37545497637842,2.0069198543239
1227,1227,245,3,0,0
1228,1228,129,2,0,0
1229,1229,263,3,0,0
1230,1230,243,3,0,0
1231,1231,161,2,0,0
1232,1232,59,2,1.55920233969058,1.96137352386918
1233,1233,182,2,0,0
1234,1234,142,2,0,0
1235,1235,257,3,0,0
1236,1236,246,3,0,0
1237,1237,206,3,0,0
1238,1238,51,2,0,-1.75742601538763
1239,1239,245,3,0,0
1240,1240,268,3,0,0
1241,1241,243,3,0,0
1242,1242,140,2,0,0
1243,1243,117,2,-1.68763038447834,-1.8124178191565
1244,1244,253,3,0,0
1245,1245,66,2,2.00197328748143,1.61086347544595
1246,1246,138,2,0,0
1247,1247,259,3,0,0
1248,1248,77,2,1.12340759436431,-1.48199941938291
1249,1249,145,2,0,0
1250,1250,273,3,0,0
1251,1251,69,2,1.16491767924804,-1.50830820208594
1252,1252,8,2,0.985511411068618,0
1253,1253,51,2,0,-1.75742601538763
1254,1254,48,2,0,-1.49524318657839
1255,1255,54,2,1.66866275501064,0.901610919481883
1256,1256,206,3,0,0
1257,1257,188,2,0,0
1258,1258,12,2,1.72226499522474,0
1259,1259,109,2,-1.79334527111273,-2.93807693455439
1260,1260,224,3,0,0
1261,1261,93,2,-2.48480725431807,1.4286327317104
1262,1262,217,3,0,0
1263,1263,141,2,0,0
1264,1264,22,2,-1.63375925890106,0
1265,1265,185,2,0,0
1266,1266,187,2,0,0
1267,1267,40,2,0,-1.16898104128702
1268,1268,148,2,0,0
1269,1269,221,3,0,0
1270,1270,273,3,0,0
1271,1271,141,2,0,0
1272,1272,174,2,0,0
1273,1273,153,2,0,0
1274,1274,21,2,-0.734188121768956,0
1275,1275,127,2,0,0
1276,1276,60,2,1.49379449962572,2.23382338633635
1277,1277,2,2,1.55898379871337,0
1278,1278,124,2,0,0
1279,1279,164,2,0,0
1280,1280,229,3,0,0
1281,1281,84,2,-3.57540683913257,1.29846895652487
1282,1282,199,2,0,0
1283,1283,246,3,0,0
1284,1284,175,2,0,0
1285,1285,292,3,0,0
1286,1286,182,2,0,0
1287,1287,34,2,0,1.69452817331644
1288,1288,177,2,0,0
1289,1289,96,2,-1.78680603897506,1.78391020645018
1290,1290,218,3,0,0
1291,1291,227,3,0,0
1292,1292,217,3,0,0
1293,1293,68,2,1.72968708912911,-1.87937392050813
1294,1294,29,2,-1.63830521623447,0
1295,1295,12,2,1.72226499522474,0
1296,1296,194,2,0,0
1297,1297,244,3,0,0
1298,1298,168,2,0,0
1299,1299,259,3,0,0
1300,1300,57,2,1.90205968676218,2.76709506340869
1301,1301,60,2,1.49379449962572,2.23382338633635
1302,1302,89,2,-1.48053326298913,0.969255697798826
1303,1303,232,3,0,0
1304,1304,66,2,2.00197328748143,1.61086347544595
1305,1305,80,2,1.35024720373292,-1.87428799173766
1306,1306,10,2,1.33454836396146,0
1307,1307,280,3,0,0
1308,1308,61,2,1.38374994355563,1.17251634715637
1309,1309,277,3,0,0
1310,1310,223,3,0,0
1311,1311,39,2,0,-1.16424131428944
1312,1312,74,2,1.97784869620962,-1.92656416995797
1313,1313,220,3,0,0
1314,1314,252,3,0,0
1315,1315,61,2,1.38374994355563,1.17251634715637
1316,1316,14,2,2.11539862221373,0
1317,1317,209,3,0,0
1318,1318,102,2,-1.35560640676836,-1.70948169427869
1319,1319,124,2,0,0
1320,1320,166,2,0,0
1321,1321,55,2,3.33579184515924,1.34940152255717
1322,1322,223,3,0,0
1323,1323,13,2,1.50327305640535,0
1324,1324,21,2,-0.734188121768956,0
1325,1325,263,3,0,0
1326,1326,96,2,-1.78680603897506,1.78391020645018
1327,1327,145,2,0,0
1328,1328,203,3,0,0
1329,1329,54,2,1.66866275501064,0.901610919481883
1330,1330,52,2,2.13038169877224,1.5635632821971
1331,1331,43,2,0,-3.04401974860585
1332,1332,24,2,-1.60567893592252,0
1333,1333,13,2,1.50327305640535,0
1334,1334,182,2,0,0
1335,1335,152,2,0,0
1336,1336,24,2,-1.60567893592252,0
1337,1337,31,2,0,2.38788599616315
1338,1338,211,3,0,0
1339,1339,40,2,0,-1.16898104128702
1340,1340,177,2,0,0
1341,1341,21,2,-0.734188121768956,0
1342,1342,46,2,0,-1.76799708743673
1343,1343,195,2,0,0
1344,1344,228,3,0,0
1345,1345,137,2,0,0
1346,1346,235,3,0,0
1347,1347,52,2,2.13038169877224,1.5635632821971
1348,1348,106,2,-1.43893589183708,-1.32493950191992
1349,1349,263,3,0,0
1350,1350,30,2,-2.42591491157008,0
1351,1351,254,3,0,0
1352,1352,156,2,0,0
1353,1353,98,2,-1.04063829113887,1.40330364475566
1354,1354,123,2,-1.17093742915611,-1.63510211487616
1355,1355,24,2,-1.60567893592252,0
1356,1356,58,2,2.01037811034488,1.08986359565718
1357,1357,47,2,0,-1.93707656530528
1358,1358,36,2,0,1.75747897159647
1359,1359,91,2,-2.45760667220143,1.40316078410353
1360,1360,122,2,-2.22620796286034,-1.17297446242961
1361,1361,167,2,0,0
1362,1362,146,2,0,0
1363,1363,41,2,0,-2.03883636817183
1364,1364,297,4,0,0
1365,1365,134,2,0,0
1366,1366,104,2,-1.31829528968713,-1.99192441668253
1367,1367,94,2,-1.56195619759142,1.90349088414224
1368,1368,258,3,0,0
1369,1369,7,2,1.4279963099281,0
1370,1370,119,2,-1.32326109663208,-1.07230818420937
1371,1371,84,2,-3.57540683913257,1.29846895652487
1372,1372,71,2,1.83083791401128,-2.34539519608527
1373,1373,2,2,1.55898379871337,0
1374,1374,266,3,0,0
1375,1375,34,2,0,1.69452817331644
1376,1376,198,2,0,0
1377,1377,63,2,1.43748454374855,1.06672102868454
1378,1378,248,3,0,0
1379,1379,80,2,1.35024720373292,-1.87428799173766
1380,1380,199,2,0,0
1381,1381,269,3,0,0
1382,1382,288,3,0,0
1383,1383,84,2,-3.57540683913257,1.29846895652487
1384,1384,216,3,0,0
1385,1385,265,3,0,0
1386,1386,288,3,0,0
1387,1387,209,3,0,0
1388,1388,158,2,0,0
1389,1389,150,2,0,0
1390,1390,93,2,-2.48480725431807,1.4286327317104
1391,1391,125,2,0,0
1392,1392,147,2,0,0
1393,1393,25,2,-1.36130917212331,0
1394,1394,245,3,0,0
1395,1395,38,2,0,-2.23972742987847
1396,1396,227,3,0,0
1397,1397,40,2,0,-1.16898104128702
1398,1398,135,2,0,0
1399,1399,62,2,1.67737446606243,1.36721481119709
1400,1400,192,2,0,0
1401,1401,197,2,0,0
1402,1402,179,2,0,0
1403,1403,177,2,0,0
1404,1404,291,3,0,0
1405,1405,236,3,0,0
1406,1406,205,3,0,0
1407,1407,81,2,1.08598330392738,-1.08088485820285
1408,1408,213,3,0,0
1409,1409,83,2,-1.34197506953224,0.88841024631224
1410,1410,48,2,0,-1.49524318657839
1411,1411,74,2,1.97784869620962,-1.92656416995797
1412,1412,13,2,1.50327305640535,0
1413,1413,279,3,0,0
1414,1414,206,3,0,0
1415,1415,203,3,0,0
1416,1416,212,3,0,0
1417,1417,297,4,0,0
1418,1418,100,2,-2.11725940591307,-1.51835938447674
1419,1419,15,2,1.75304196166091,0
1420,1420,269,3,0,0
1421,1421,21,2,-0.734188121768956,0
1422,1422,143,2,0,0
1423,1423,151,2,0,0
1424,1424,297,4,0,0
1425,1425,207,3,0,0
1426,1426,19,2,-1.59541485984077,0
1427,1427,28,2,-1.03817275280696,0
1428,1428,114,2,-1.26463838904737,-1.74221610756035
1429,1429,239,3,0,0
1430,1430,235,3,0,0
1431,1431,116,2,-1.28372577091938,-1.39753348072068
1432,1432,265,3,0,0
1433,1433,124,2,0,0
1434,1434,23,2,-1.22748433573691,0
1435,1435,267,3,0,0
1436,1436,110,2,-2.99459507315052,-0.805235751626777
1437,1437,6,2,1.61655601660842,0
1438,1438,266,3,0,0
1439,1439,236,3,0,0
1440,1440,281,3,0,0
1441,1441,66,2,2.00197328748143,1.61086347544595
1442,1442,246,3,0,0
1443,1443,90,2,-2.2949365142498,2.28848977341016
1444,1444,187,2,0,0
1445,1445,71,2,1.83083791401128,-2.34539519608527
1446,1446,185,2,0,0
1447,1447,186,2,0,0
1448,1448,150,2,0,0
1449,1449,23,2,-1.22748433573691,0
1450,1450,141,2,0,0
1451,1451,160,2,0,0
1452,1452,132,2,0,0
1453,1453,63,2,1.43748454374855,1.06672102868454
1454,1454,50,2,0,-2.03867334919771
1455,1455,243,3,0,0
1456,1456,274,3,0,0
1457,1457,154,2,0,0
1458,1458,154,2,0,0
1459,1459,116,2,-1.28372577091938,-1.39753348072068
1460,1460,296,3,0,0
1461,1461,289,3,0,0
1462,1462,115,2,-1.75313560599201,-1.83622433334765
1463,1463,123,2,-1.17093742915611,-1.63510211487616
1464,1464,70,2,2.65083230894511,-1.48526776012044
1465,1465,88,2,-1.81583446214764,1.77432589660515
1466,1466,229,3,0,0
1467,1467,267,3,0,0
1468,1468,206,3,0,0
1469,1469,219,3,0,0
1470,1470,64,2,1.18204013468859,1.05070465780599
1471,1471,224,3,0,0
1472,1472,29,2,-1.63830521623447,0
1473,1473,271,3,0,0
1474,1474,120,2,-1.50418593247085,-1.88348575785103
1475,1475,23,2,-1.22748433573691,0
1476,1476,235,3,0,0
1477,1477,181,2,0,0
1478,1478,149,2,0,0
1479,1479,69,2,1.16491767924804,-1.50830820208594
1480,1480,75,2,2.51963813151615,-1.44590744824611
1481,1481,154,2,0,0
1482,1482,58,2,2.01037811034488,1.08986359565718
1483,1483,184,2,0,0
1484,1484,231,3,0,0
1485,1485,123,2,-1.17093742915611,-1.63510211487616
1486,1486,23,2,-1.22748433573691,0
1487,1487,122,2,-2.22620796286034,-1.17297446242961
1488,1488,298,4,0,0
1489,1489,180,2,0,0
1490,1490,234,3,0,0
1491,1491,14,2,2.11539862221373,0
1492,1492,217,3,0,0
1493,1493,74,2,1.97784869620962,-1.92656416995797
1494,1494,187,2,0,0
1495,1495,119,2,-1.32326109663208,-1.07230818420937
1496,1496,50,2,0,-2.03867334919771
1497,1497,10,2,1.33454836396146,0
1498,1498,75,2,2.51963813151615,-1.44590744824611
1499,1499,72,2,1.62590972350676,-1.22366082872087
1500,1500,92,2,-1.37545497637842,2.0069198543239
1501,1501,223,3,0,0
1502,1502,282,3,0,0
1503,1503,40,2,0,-1.16898104128702
1504,1504,94,2,-1.56195619759142,1.90349088414224
1505,1505,86,2,-1.85677789828621,1.46564507841493
1506,1506,278,3,0,0
1507,1507,152,2,0,0
1508,1508,136,2,0,0
1509,1509,208,3,0,0
1510,1510,269,3,0,0
1511,1511,108,2,-2.42473107091446,-1.51924901714292
1512,1512,40,2,0,-1.16898104128702
1513,1513,278,3,0,0
1514,1514,112,2,-1.58960366640251,-1.51252320807767
1515,1515,74,2,1.97784869620962,-1.92656416995797
1516,1516,84,2,-3.57540683913257,1.29846895652487
1517,1517,85,2,-1.47584872673667,2.30543974343398
1518,1518,84,2,-3.57540683913257,1.29846895652487
1519,1519,97,2,-2.14447956085875,2.64587832846883
1520,1520,176,2,0,0
1521,1521,265,3,0,0
1522,1522,241,3,0,0
1523,1523,109,2,-1.79334527111273,-2.93807693455439
1524,1524,201,3,0,0
1525,1525,130,2,0,0
1526,1526,92,2,-1.37545497637842,2.0069198543239
1527,1527,242,3,0,0
1528,1528,133,2,0,0
1529,1529,218,3,0,0
1530,1530,57,2,1.90205968676218,2.76709506340869
1531,1531,222,3,0,0
1532,1532,300,4,0,0
1533,1533,228,3,0,0
1534,1534,226,3,0,0
1535,1535,286,3,0,0
1536,1536,218,3,0,0
1537,1537,230,3,0,0
1538,1538,203,3,0,0
1539,1539,261,3,0,0
1540,1540,229,3,0,0
1541,1541,82,2,2.0891817330148,-2.59561829971879
1542,1542,183,2,0,0
1543,1543,285,3,0,0
1544,1544,186,2,0,0
1545,1545,257,3,0,0
1546,1546,59,2,1.55920233969058,1.96137352386918
1547,1547,182,2,0,0
1548,1548,145,2,0,0
1549,1549,251,3,0,0
1550,1550,127,2,0,0
1551,1551,208,3,0,0
1552,1552,215,3,0,0
1553,1553,25,2,-1.36130917212331,0
1554,1554,29,2,-1.63830521623447,0
1555,1555,28,2,-1.03817275280696,0
1556,1556,64,2,1.18204013468859,1.05070465780599
1557,1557,241,3,0,0
1558,1558,261,3,0,0
1559,1559,222,3,0,0
1560,1560,46,2,0,-1.76799708743673
1561,1561,196,2,0,0
1562,1562,181,2,0,0
1563,1563,192,2,0,0
1564,1564,21,2,-0.734188121768956,0
1565,1565,83,2,-1.34197506953224,0.88841024631224
1566,1566,296,3,0,0
1567,1567,174,2,0,0
1568,1568,268,3,0,0
1569,1569,163,2,0,0
1570,1570,208,3,0,0
1571,1571,136,2,0,0
1572,1572,218,3,0,0
1573,1573,254,3,0,0
1574,1574,232,3,0,0
1575,1575,278,3,0,0
1576,1576,119,2,-1.32326109663208,-1.07230818420937
1577,1577,251,3,0,0
1578,1578,192,2,0,0
1579,1579,69,2,1.16491767924804,-1.50830820208594
1580,1580,244,3,0,0
1581,1581,223,3,0,0
1582,1582,193,2,0,0
1583,1583,120,2,-1.50418593247085,-1.88348575785103
1584,1584,275,3,0,0
1585,1585,30,2,-2.42591491157008,0
1586,1586,295,3,0,0
1587,1587,179,2,0,0
1588,1588,128,2,0,0
1589,1589,230,3,0,0
1590,1590,16,2,-1.49230427934657,0
1591,1591,220,3,0,0
1592,1592,1,2,2.85272795855291,0
1593,1593,31,2,0,2.38788599616315
1594,1594,161,2,0,0
1595,1595,239,3,0,0
1596,1596,180,2,0,0
1597,1597,153,2,0,0
1598,1598,229,3,0,0
1599,1599,53,2,1.77346429257603,2.12765936968405
1600,1600,84,2,-3.57540683913257,1.29846895652487
1601,1601,211,3,0,0
1602,1602,92,2,-1.37545497637842,2.0069198543239
1603,1603,282,3,0,0
1604,1604,239,3,0,0
1605,1605,230,3,0,0
1606,1606,93,2,-2.48480725431807,1.4286327317104
1607,1607,139,2,0,0
1608,1608,150,2,0,0
1609,1609,230,3,0,0
1610,1610,130,2,0,0
1611,1611,38,2,0,-2.23972742987847
1612,1612,6,2,1.61655601660842,0
1613,1613,7,2,1.4279963099281,0
1614,1614,259,3,0,0
1615,1615,101,2,-2.18190276267634,-1.22342347113906
1616,1616,166,2,0,0
1617,1617,39,2,0,-1.16424131428944
1618,1618,31,2,0,2.38788599616315
1619,1619,87,2,-1.7907126286205,2.09193109264351
1620,1620,16,2,-1.49230427934657,0
1621,1621,294,3,0,0
1622,1622,217,3,0,0
1623,1623,253,3,0,0
1624,1624,154,2,0,0
1625,1625,6,2,1.61655601660842,0
1626,1626,246,3,0,0
1627,1627,4,2,1.64793763597146,0
1628,1628,133,2,0,0
1629,1629,245,3,0,0
1630,1630,132,2,0,0
1631,1631,98,2,-1.04063829113887,1.40330364475566
1632,1632,107,2,-1.6940933842278,-1.59910815227679
1633,1633,73,2,1.86761829932737,-2.29731339588267
1634,1634,62,2,1.67737446606243,1.36721481119709
1635,1635,225,3,0,0
1636,1636,248,3,0,0
1637,1637,277,3,0,0
1638,1638,67,2,1.78677474343465,-1.93162163737053
1639,1639,148,2,0,0
1640,1640,51,2,0,-1.75742601538763
1641,1641,150,2,0,0
1642,1642,132,2,0,0
1643,1643,9,2,1.58411473380147,0
1644,1644,58,2,2.01037811034488,1.08986359565718
1645,1645,156,2,0,0
1646,1646,168,2,0,0
1647,1647,21,2,-0.734188121768956,0
1648,1648,134,2,0,0
1649,1649,142,2,0,0
